name,total_population,number_of_seniors_age_65,percent_of_pop_that_are_seniors_age_65,average_age_of_the_population,median_age_of_the_population,number_of_people_living_alone,percent_of_people_living_alone,number_of_after_tax_income_recipients_age_15,average_after_tax_income_in_2020_among_recipients,number_of_market_income_recipients_age_15,average_market_income_in_2020_among_recipients,percent_of_income_from_government_transfers_2020,average_after_tax_income_in_2019_among_recipients,average_market_income_in_2019_among_recipients,percent_of_income_from_government_transfers_2019,number_of_people_in_low_income_based_on_lim_at,percent_of_people_in_low_income_based_on_lim_at,number_of_people_who_know_neither_english_nor_french,percent_of_people_who_know_neither_english_nor_french,percent_of_pop_that_are_indigenous,number_of_people_who_are_indigenous,percent_of_pop_that_are_fn,number_of_people_who_are_fn,percent_of_pop_that_are_metis,number_of_people_who_are_metis,percent_of_pop_that_are_inuit,number_of_people_who_are_inuit,percent_of_pop_that_are_visible_minority,number_of_people_who_are_visible_minority,number_of_pop_in_labour_force,percent_of_pop_in_labour_force_participation_rate,number_of_pop_unemployed,unemployment_rate,number_of_people_age_25_64_with_no_high_school_diploma,percent_of_people_age_25_64_with_no_high_school_diploma,number_of_people_age_25_64_with_a_high_school_diploma,percent_of_people_age_25_64_with_a_high_school_diploma,number_of_people_age_25_64_with_a_postsecondary_degree_diploma_or_certificate,percent_of_people_age_25_64_with_a_postsecondary_degree_diploma_or_certificate,number_of_workers_age_15_who_work_at_home,percent_of_workers_age_15_who_work_at_home,number_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_commute_for_60_minutes_and_over,number_of_people_with_french_as_a_language_most_spoken_at_home,percent_of_people_with_french_as_a_language_most_spoken_at_home,number_of_youth_age_15_24,percent_of_pop_that_are_youth_age_15_24
ottawa_ons2022_beaverbrook_3005_00000_2_3_percent,305,30,0.09836065573770492,35.2,38.4,15,0.04918032786885246,200,54000,190,60800,11.2,46800,58800,8.8,0,0,30,0.09836065573770492,0,0,0,0,0,0,0,0,1,305,140,0.6222222222222222,10,0.07142857142857142,0,0,150,1,135,0.9,80,0.6153846153846154,0,0,0,0,0,45,0.14754098360655737
ottawa_ons2022_beckwith_3401_00000_1_8_percent,50,10,0.2,38.5,28,0,0,50,46000,45,48000,17,44000,48000,12,0,0,0,0,0,0,0,0,0,0,0,0,1,55,40,0.8,10,0.25,0,0,30,0.8571428571428571,25,0.7142857142857143,0,0,0,0,0,10,0.18181818181818182,0,0
ottawa_ons2022_beechwood_cemetery_3006_09999_0_0_percent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ottawa_ons2022_bells_corners_east_3007_00000_1_1_percent,30,0,0,30,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,1,25,15,1,0,0,0,0,15,1,15,1,0,0,0,0,0,0,0,0,0
ottawa_ons2022_bells_corners_west_3008_00000_2_6_percent,135,30,0.2222222222222222,46.4,48.4,15,0.1111111111111111,130,45000,125,45000,15.6,37500,41000,12,0,0,0,0,0,0,0,0,0,0,0,0,1,140,95,0.7307692307692307,15,0.15789473684210525,10,0.11764705882352941,80,0.9411764705882353,65,0.7647058823529411,40,0.5,0,0,0.42857142857142855,0,0,15,0.1111111111111111
ottawa_ons2022_billings_bridge_heron_park_3009_00000_6_4_percent,300,60,0.2,39.4,33.2,95,0.31666666666666665,265,33600,230,42000,16.8,29000,38800,13,125,0.4166666666666667,30,0.1,0,0,0,0,0,0,0,0,1,300,170,0.6181818181818182,25,0.14705882352941177,0,0,135,1,115,0.8518518518518519,75,0.5172413793103449,10,0.06896551724137931,0,0,0,80,0.26666666666666666
ottawa_ons2022_blackburn_hamlet_3010_00000_2_3_percent,75,20,0.26666666666666666,41,42.4,0,0,50,48000,50,46000,19,42000,42000,12,0,0,0,0,0,0,0,0,0,0,0,0,1,75,45,0.8181818181818182,0,0,0,0,35,1,30,0.8571428571428571,25,0.625,0,0,0,0,0,0,0
ottawa_ons2022_blossom_park_timbermill_3011_00000_2_0_percent,350,45,0.12857142857142856,42.1,43.6,20,0.05714285714285714,290,49200,280,55200,11.6,49200,58400,6.3,0,0,15,0.04225352112676056,0,0,0,0,0,0,0,0,1,350,195,0.6190476190476191,15,0.07692307692307693,10,0.047619047619047616,200,0.9523809523809523,190,0.9047619047619048,90,0.5142857142857142,10,0.05714285714285714,0.125,0,0,55,0.15714285714285714
ottawa_ons2022_bonnechere_valley_3703_00000_4_5_percent,0,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA
ottawa_ons2022_borden_farm_fisher_glen_3012_00000_3_2_percent,570,140,0.24561403508771928,43.1,39.2,30,0.05263157894736842,465,37800,415,41800,15.4,35800,44400,11.1,115,0.20175438596491227,75,0.13157894736842105,0,0,0,0,0,0,0,0,1,570,275,0.5238095238095238,35,0.12727272727272726,15,0.06,235,0.94,195,0.78,120,0.5,15,0.0625,0,10,0.017543859649122806,135,0.23684210526315788
ottawa_ons2022_braemar_park_belair_heights_copeland_park_3013_00000_4_5_percent,235,40,0.1702127659574468,40.8,37.2,30,0.1276595744680851,200,43600,185,49200,12.2,42000,54000,7.3,20,0.0851063829787234,10,0.0425531914893617,0,0,0,0,0,0,0,0,1,235,120,0.5714285714285714,10,0.08333333333333333,0,0,135,1,130,0.9629629629629629,80,0.7272727272727273,0,0,0,0,0,35,0.14893617021276595
ottawa_ons2022_bridlewood_emerald_meadows_3014_00000_1_2_percent,1545,180,0.11650485436893204,41.1,44.8,60,0.038834951456310676,1220,61600,1135,80000,7.4,59900,81600,4.4,140,0.09061488673139159,135,0.08766233766233766,0,0,0,0,0,0,0,0,1,1540,855,0.6627906976744186,50,0.05847953216374269,30,0.03333333333333333,870,0.9666666666666667,775,0.8611111111111112,440,0.546583850931677,30,0.037267080745341616,0.0273972602739726,10,0.006493506493506494,200,0.12944983818770225
ottawa_ons2022_britannia_3015_00000_4_2_percent,110,20,0.18181818181818182,49.2,52.8,30,0.2727272727272727,100,46000,85,55000,10.4,40000,48000,8,25,0.22727272727272727,0,0,0,0,0,0,0,0,0,0,1,110,55,0.5238095238095238,0,0,0,0,65,0.9285714285714286,55,0.7857142857142857,20,0.4,0,0,0,0,0,10,0.09090909090909091
ottawa_ons2022_brookside_briarbrook_morgans_grant_3016_00000_1_0_percent,1425,120,0.08421052631578947,36.3,37.2,45,0.031578947368421054,1055,56100,1000,67600,6.6,51900,65800,4,95,0.06666666666666667,125,0.08771929824561403,0,0,0,0,0,0,0,0,1,1425,750,0.6696428571428571,55,0.07333333333333333,0,0,780,0.9936305732484076,735,0.9363057324840764,485,0.697841726618705,15,0.02158273381294964,0.04878048780487805,10,0.007017543859649123,210,0.14736842105263157
ottawa_ons2022_brudenell_lyndoch_and_raglan_3704_00000_5_1_percent,0,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA
ottawa_ons2022_cardinal_creek_3017_00000_1_7_percent,285,15,0.05263157894736842,36,34,15,0.05263157894736842,220,59200,210,66000,10.2,57200,66000,5.5,0,0,25,0.08771929824561403,0,0,0,0,0,0,0,0,1,290,180,0.7659574468085106,25,0.1388888888888889,10,0.05555555555555555,165,0.9166666666666666,140,0.7777777777777778,95,0.6129032258064516,0,0,0.25,10,0.03508771929824561,40,0.14035087719298245
ottawa_ons2022_carleton_heights_courtland_park_3018_00000_3_6_percent,535,75,0.14018691588785046,38.7,31,60,0.11214953271028037,425,30300,355,31500,24.4,25500,32400,11.8,235,0.4392523364485981,95,0.1792452830188679,0,0,0,0,0,0,0,0,1,530,240,0.4752475247524752,50,0.20833333333333334,15,0.05454545454545454,260,0.9454545454545454,220,0.8,75,0.39473684210526316,10,0.05263157894736842,0,10,0.018867924528301886,155,0.2897196261682243
ottawa_ons2022_carleton_place_3402_00000_2_3_percent,55,0,0,32.5,23.6,0,0,45,31000,40,32000,12,30000,35000,1.8,0,0,0,0,0,0,0,0,0,0,0,0,1,55,35,0.7777777777777778,0,0,0,0,25,1,25,1,10,0.3333333333333333,0,0,0,0,0,25,0.45454545454545453
ottawa_ons2022_carleton_university_3019_09999_0_0_percent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ottawa_ons2022_carlington_3020_00000_4_4_percent,855,175,0.2046783625730994,43.1,44.8,110,0.1286549707602339,680,41300,605,57600,11.1,47700,60800,8.1,200,0.23391812865497075,125,0.14619883040935672,0,0,0,0,0,0,0,0,1,855,410,0.5503355704697986,50,0.12195121951219512,50,0.11235955056179775,395,0.8876404494382022,360,0.8089887640449438,160,0.4444444444444444,10,0.027777777777777776,0.05128205128205128,30,0.03508771929824561,130,0.15204678362573099
ottawa_ons2022_carp_3021_00000_1_8_percent,195,30,0.15384615384615385,41.2,47.6,0,0,145,74000,135,96000,3.6,69000,92000,2.8,0,0,20,0.10256410256410256,0,0,0,0,0,0,0,0,1,195,105,0.6363636363636364,10,0.09523809523809523,0,0,115,1,105,0.9130434782608695,55,0.5789473684210527,0,0,0,0,0,30,0.15384615384615385
ottawa_ons2022_carson_grove_carson_meadows_3022_00000_2_5_percent,420,65,0.15476190476190477,42.9,41.6,65,0.15476190476190477,350,47400,335,48800,15.8,42800,46600,9.2,40,0.09523809523809523,20,0.047619047619047616,0,0,0,0,0,0,0,0,1,420,275,0.7236842105263158,25,0.09090909090909091,10,0.041666666666666664,235,0.9791666666666666,210,0.875,125,0.5102040816326531,10,0.04081632653061224,0,15,0.03571428571428571,75,0.17857142857142858
ottawa_ons2022_casselman_3602_00000_2_7_percent,30,0,0,17,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,1,35,10,1,0,0,0,0,10,1,10,1,10,1,0,0,NA,15,0.5,0,0
ottawa_ons2022_centrepointe_briargreen_3023_00000_1_9_percent,1140,135,0.11842105263157894,40.3,43.2,85,0.07456140350877193,930,42800,845,50400,11.7,41600,52500,7,170,0.14912280701754385,110,0.09691629955947137,0,0,0,0,0,0,0,0,1,1135,620,0.6424870466321243,85,0.13709677419354838,25,0.03968253968253968,605,0.9603174603174603,570,0.9047619047619048,265,0.4953271028037383,40,0.07476635514018691,0.0392156862745098,10,0.00881057268722467,195,0.17105263157894737
ottawa_ons2022_centretown_3024_00000_5_7_percent,1610,350,0.21739130434782608,42.3,34,550,0.3416149068322981,1445,49200,1215,62500,12.4,42800,55000,9.4,565,0.35093167701863354,205,0.12732919254658384,0,0,0,0,0,0,0,0,1,1610,895,0.5868852459016394,100,0.11173184357541899,20,0.023391812865497075,835,0.9766081871345029,780,0.9122807017543859,505,0.6352201257861635,15,0.018867924528301886,0,10,0.006211180124223602,320,0.19875776397515527
ottawa_ons2022_champlain_3603_00000_2_8_percent,15,0,0,32,NA,0,0,20,40000,20,40000,NA,32000,28000,20,0,0,0,0,0,0,0,0,0,0,0,0,1,15,15,1,0,0,0,0,10,1,0,0,0,0,0,0,0,10,0.5,0,0
ottawa_ons2022_chapel_hill_north_3025_00000_1_4_percent,370,85,0.22972972972972974,44.6,47.2,40,0.10810810810810811,300,48400,290,51200,13.2,44800,49600,10.6,20,0.05405405405405406,25,0.06756756756756757,0,0,0,0,0,0,0,0,1,370,170,0.5573770491803278,20,0.11764705882352941,0,0,180,0.972972972972973,170,0.918918918918919,75,0.5,10,0.06666666666666667,0.2,20,0.05405405405405406,45,0.12162162162162163
ottawa_ons2022_chapel_hill_south_3026_00000_1_3_percent,405,50,0.12345679012345678,40.5,42.8,20,0.04938271604938271,325,51000,315,58400,9.8,49200,60000,4.4,0,0,10,0.024691358024691357,0,0,0,0,0,0,0,0,1,405,245,0.7101449275362319,10,0.04081632653061224,0,0,220,0.9565217391304348,215,0.9347826086956522,125,0.5319148936170213,10,0.0425531914893617,0,30,0.07407407407407407,75,0.18518518518518517
ottawa_ons2022_chapman_mills_3027_00000_1_4_percent,1710,195,0.11403508771929824,39.8,42.8,60,0.03508771929824561,1360,46480,1260,51500,12.2,45280,52900,6.4,120,0.07017543859649122,255,0.14868804664723032,0,0,0,0,0,0,0,0,1,1715,990,0.6851211072664359,125,0.12626262626262627,85,0.08717948717948718,880,0.9025641025641026,770,0.7897435897435897,440,0.5086705202312138,35,0.04046242774566474,0.03529411764705882,0,0,280,0.16374269005847952
ottawa_ons2022_city_view_3028_00000_4_8_percent,400,45,0.1125,35.8,30.8,35,0.0875,295,32400,245,47600,14.4,37600,52000,8.2,115,0.2875,40,0.1,0,0,0,0,0,0,0,0,1,400,150,0.44776119402985076,20,0.13333333333333333,10,0.04878048780487805,195,0.9512195121951219,175,0.8536585365853658,50,0.4166666666666667,15,0.125,0.2857142857142857,25,0.0625,85,0.2125
ottawa_ons2022_civic_hospital_3029_00000_2_7_percent,260,20,0.07692307692307693,30.7,27,65,0.25,165,62000,155,77000,3.8,56400,72000,2.3,70,0.2692307692307692,0,0,0,0,0,0,0,0,0,0,1,255,125,0.625,15,0.12,0,0,130,1,130,1,75,0.6818181818181818,0,0,0,10,0.0392156862745098,45,0.17307692307692307
ottawa_ons2022_clarence_rockland_3604_00000_1_7_percent,110,0,0,37.6,35.2,0,0,85,45000,85,48000,13,24000,52000,5.2,0,0,0,0,0,0,0,0,0,0,0,0,1,110,65,0.6842105263157895,10,0.15384615384615385,0,0,85,1,70,0.8235294117647058,35,0.6363636363636364,0,0,0,15,0.13636363636363635,0,0
ottawa_ons2022_colonnade_business_park_3030_09999_0_0_percent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ottawa_ons2022_constance_bay_3031_00000_5_1_percent,0,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA
ottawa_ons2022_convent_glen_orleans_woods_3032_00000_1_5_percent,240,60,0.25,42.6,40.4,10,0.041666666666666664,185,51200,175,54400,13.6,48000,53600,9.8,0,0,10,0.041666666666666664,0,0,0,0,0,0,0,0,1,240,105,0.5526315789473685,15,0.14285714285714285,0,0,115,1,115,1,55,0.6111111111111112,0,0,0,20,0.08333333333333333,10,0.041666666666666664
ottawa_ons2022_corkery_3033_00000_2_5_percent,45,0,0,25.2,15.6,0,0,25,60000,25,64000,18,56000,64000,5,0,0,0,0,0,0,0,0,0,0,0,0,1,50,25,0.8333333333333334,0,0,0,0,10,1,10,1,10,0.5,0,0,0,15,0.3,10,0.2222222222222222
ottawa_ons2022_cornwall_3802_00000_2_5_percent,160,45,0.28125,40.6,39.6,25,0.15625,125,29200,105,28400,30,33500,43000,17,25,0.15625,25,0.15151515151515152,0,0,0,0,0,0,0,0,1,165,55,0.4230769230769231,15,0.2727272727272727,0,0,65,1,50,0.7692307692307693,0,0,0,0,0,0,0,15,0.09375
ottawa_ons2022_craig_henry_manordale_3034_00000_2_2_percent,360,65,0.18055555555555555,44.2,48,25,0.06944444444444445,310,49200,285,58400,11.6,47200,63600,6.8,0,0,35,0.0958904109589041,0,0,0,0,0,0,0,0,1,365,195,0.609375,25,0.1282051282051282,0,0,195,0.9512195121951219,190,0.926829268292683,115,0.6571428571428571,0,0,0,0,0,45,0.125
ottawa_ons2022_crestview_tanglewood_3035_00000_1_4_percent,260,45,0.17307692307692307,39.8,30.6,10,0.038461538461538464,230,38800,215,39200,16.8,36000,44400,8.2,0,0,15,0.057692307692307696,0,0,0,0,0,0,0,0,1,260,150,0.625,35,0.23333333333333334,0,0,135,1,115,0.8518518518518519,35,0.2916666666666667,35,0.2916666666666667,0,0,0,60,0.23076923076923078
ottawa_ons2022_crystal_bay_lakeview_park_3036_00000_2_0_percent,120,30,0.25,43.6,44.8,0,0,110,60000,110,66000,7,55000,65000,7.2,0,0,0,0,0,0,0,0,0,0,0,0,1,115,75,0.7142857142857143,15,0.2,0,0,50,1,50,1,35,0.6363636363636364,0,0,0,0,0,30,0.25
ottawa_ons2022_cumberland_3037_00000_1_2_percent,50,10,0.2,40,40.8,0,0,40,60000,40,64000,9,64000,72000,6,0,0,0,0,0,0,0,0,0,0,0,0,1,50,30,0.6666666666666666,0,0,0,0,25,1,25,1,15,0.5,0,0,0,0,0,0,0
ottawa_ons2022_deep_river_3705_00000_2_4_percent,155,15,0.0967741935483871,46.4,52,0,0,140,70000,130,88000,3.7,68000,88000,2.2,0,0,0,0,0,0,0,0,0,0,0,0,1,155,90,0.6206896551724138,10,0.1111111111111111,0,0,95,1,95,1,55,0.6470588235294118,0,0,0,0,0,30,0.1935483870967742
ottawa_ons2022_drummond_north_elmsley_3403_00000_2_7_percent,10,0,0,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0,0,0,0
ottawa_ons2022_dunrobin_3038_00000_2_2_percent,215,15,0.06976744186046512,34.4,33.6,0,0,160,45200,150,50000,13.2,46000,59000,5.2,0,0,10,0.046511627906976744,0,0,0,0,0,0,0,0,1,215,95,0.5428571428571428,0,0,0,0,95,1,90,0.9473684210526315,50,0.5882352941176471,0,0,0,15,0.06976744186046512,60,0.27906976744186046
ottawa_ons2022_east_hawkesbury_3605_00000_2_2_percent,20,0,0,26,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,1,15,15,1,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0
ottawa_ons2022_edwards_carlsbad_springs_3039_00000_5_6_percent,0,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA
ottawa_ons2022_elmvale_canterbury_3040_00000_2_0_percent,155,25,0.16129032258064516,41.2,42,10,0.06451612903225806,130,44000,120,44000,17.5,41000,48000,9.2,0,0,25,0.15625,0,0,0,0,0,0,0,0,1,160,85,0.6538461538461539,15,0.17647058823529413,0,0,85,1,75,0.8823529411764706,25,0.3333333333333333,0,0,0,0,0,15,0.0967741935483871
ottawa_ons2022_emerald_woods_sawmill_creek_3041_00000_3_6_percent,150,40,0.26666666666666666,48.8,49.6,25,0.16666666666666666,130,38500,105,46000,19,31600,41000,16,30,0.2,20,0.13333333333333333,0,0,0,0,0,0,0,0,1,150,65,0.4642857142857143,0,0,0,0,85,0.9444444444444444,65,0.7222222222222222,25,0.38461538461538464,0,0,0,0,0,15,0.1
ottawa_ons2022_experimental_farm_3042_09999_0_0_percent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ottawa_ons2022_fallingbrook_3043_00000_1_4_percent,335,70,0.208955223880597,44.8,49.6,15,0.04477611940298507,295,47600,265,53200,14.4,46800,56000,7.4,25,0.07462686567164178,30,0.09090909090909091,0,0,0,0,0,0,0,0,1,330,205,0.6949152542372882,55,0.2682926829268293,0,0,170,1,130,0.7647058823529411,75,0.5,0,0,0.125,30,0.09090909090909091,60,0.1791044776119403
ottawa_ons2022_findlay_creek_3044_00000_1_5_percent,565,45,0.07964601769911504,35.5,33.2,50,0.08849557522123894,440,49200,395,57200,11.2,47000,55000,6,40,0.07079646017699115,50,0.08771929824561403,0,0,0,0,0,0,0,0,1,570,355,0.797752808988764,50,0.14084507042253522,10,0.028169014084507043,340,0.9577464788732394,295,0.8309859154929577,170,0.5573770491803278,20,0.06557377049180328,0,35,0.06140350877192982,45,0.07964601769911504
ottawa_ons2022_fisher_heights_3045_00000_2_1_percent,150,0,0,36.4,34,20,0.13333333333333333,130,44000,115,56000,10.4,41000,53000,4.6,25,0.16666666666666666,10,0.06666666666666667,0,0,0,0,0,0,0,0,1,150,110,0.8461538461538461,30,0.2727272727272727,10,0.10526315789473684,85,0.8947368421052632,75,0.7894736842105263,40,0.47058823529411764,0,0,0,10,0.06666666666666667,25,0.16666666666666666
ottawa_ons2022_fitzroy_3046_00000_4_2_percent,25,10,0.4,60,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,1,25,15,0.6,0,0,0,0,15,1,15,1,10,0.6666666666666666,0,0,NA,0,0,0,0
ottawa_ons2022_glebe_dows_lake_3047_00000_4_1_percent,495,80,0.16161616161616163,40.1,36,65,0.13131313131313133,420,49000,390,58600,11.6,46400,58800,6.6,80,0.16161616161616163,65,0.13131313131313133,0,0,0,0,0,0,0,0,1,500,285,0.6404494382022472,50,0.17543859649122806,10,0.0392156862745098,245,0.9607843137254902,220,0.8627450980392157,170,0.7391304347826086,0,0,0,0,0,110,0.2222222222222222
ottawa_ons2022_glen_cairn_3048_00000_2_3_percent,305,55,0.18032786885245902,38,36.4,30,0.09836065573770492,220,44000,195,50800,12.6,40000,48800,7.6,30,0.09836065573770492,45,0.14516129032258066,0,0,0,0,0,0,0,0,1,310,150,0.6521739130434783,20,0.13333333333333333,0,0,145,1,140,0.9655172413793104,85,0.68,0,0,0,0,0,30,0.09836065573770492
