"","ONS_ID","name","value"
"69","average_after_tax_income_in_2020_among_recipients","3079","Q2"
"70","average_after_tax_income_in_2020_among_recipients","3080","Q3"
"71","average_after_tax_income_in_2020_among_recipients","3081","Q2"
"72","average_after_tax_income_in_2020_among_recipients","3082","Q5"
"73","average_after_tax_income_in_2020_among_recipients","3083","Q5"
"74","average_after_tax_income_in_2020_among_recipients","3085","Q3"
"75","average_after_tax_income_in_2020_among_recipients","3086","Q3"
"76","average_after_tax_income_in_2020_among_recipients","3087","Q1"
"77","average_after_tax_income_in_2020_among_recipients","3088","Q1"
"78","average_after_tax_income_in_2020_among_recipients","3089","Q1"
"79","average_after_tax_income_in_2020_among_recipients","3090","Q4"
"80","average_after_tax_income_in_2020_among_recipients","3091","Q3"
"81","average_after_tax_income_in_2020_among_recipients","3092","Q3"
"82","average_after_tax_income_in_2020_among_recipients","3093","Q2"
"83","average_after_tax_income_in_2020_among_recipients","3094","Q2"
"84","average_after_tax_income_in_2020_among_recipients","3095","Q2"
"85","average_after_tax_income_in_2020_among_recipients","3097","Q3"
"86","average_after_tax_income_in_2020_among_recipients","3098","Q2"
"87","average_after_tax_income_in_2020_among_recipients","3099","Q5"
"88","average_after_tax_income_in_2020_among_recipients","3100","Q5"
"89","average_after_tax_income_in_2020_among_recipients","3101","Q2"
"90","average_after_tax_income_in_2020_among_recipients","3103","Q4"
"91","average_after_tax_income_in_2020_among_recipients","3104","Q2"
"92","average_after_tax_income_in_2020_among_recipients","3105","Q1"
"93","average_after_tax_income_in_2020_among_recipients","3106","Q5"
"94","average_after_tax_income_in_2020_among_recipients","3107","Q4"
"95","average_after_tax_income_in_2020_among_recipients","3108","Q4"
"96","average_after_tax_income_in_2020_among_recipients","3109","Q4"
"97","average_after_tax_income_in_2020_among_recipients","3110","Q4"
"98","average_after_tax_income_in_2020_among_recipients","3111","Q2"
"99","average_after_tax_income_in_2020_among_recipients","3112","Q1"
"100","average_after_tax_income_in_2020_among_recipients","3113","Q3"
"101","average_after_tax_income_in_2020_among_recipients","3114","Q3"
"102","average_after_tax_income_in_2020_among_recipients","3115","Q1"
"103","average_after_tax_income_in_2020_among_recipients","3116","Q5"
"104","average_after_tax_income_in_2020_among_recipients","3117","Q4"
"105","average_market_income_in_2020_among_recipients","3002","Q5"
"106","average_market_income_in_2020_among_recipients","3003","Q1"
"107","average_market_income_in_2020_among_recipients","3004","Q1"
"108","average_market_income_in_2020_among_recipients","3005","Q3"
"109","average_market_income_in_2020_among_recipients","3007","Q2"
"110","average_market_income_in_2020_among_recipients","3008","Q1"
"111","average_market_income_in_2020_among_recipients","3009","Q1"
"112","average_market_income_in_2020_among_recipients","3010","Q2"
"113","average_market_income_in_2020_among_recipients","3011","Q2"
"114","average_market_income_in_2020_among_recipients","3012","Q2"
"115","average_market_income_in_2020_among_recipients","3013","Q2"
"116","average_market_income_in_2020_among_recipients","3014","Q4"
"117","average_market_income_in_2020_among_recipients","3015","Q1"
"118","average_market_income_in_2020_among_recipients","3016","Q4"
"119","average_market_income_in_2020_among_recipients","3017","Q4"
"120","average_market_income_in_2020_among_recipients","3018","Q2"
"121","average_market_income_in_2020_among_recipients","3020","Q1"
"122","average_market_income_in_2020_among_recipients","3021","Q5"
"123","average_market_income_in_2020_among_recipients","3022","Q2"
"124","average_market_income_in_2020_among_recipients","3023","Q4"
"125","average_market_income_in_2020_among_recipients","3024","Q5"
"126","average_market_income_in_2020_among_recipients","3025","Q4"
"127","average_market_income_in_2020_among_recipients","3026","Q4"
"128","average_market_income_in_2020_among_recipients","3027","Q2"
"129","average_market_income_in_2020_among_recipients","3028","Q1"
"130","average_market_income_in_2020_among_recipients","3029","Q5"
"131","average_market_income_in_2020_among_recipients","3031","Q3"
"132","average_market_income_in_2020_among_recipients","3032","Q3"
"133","average_market_income_in_2020_among_recipients","3034","Q1"
"134","average_market_income_in_2020_among_recipients","3035","Q1"
"135","average_market_income_in_2020_among_recipients","3036","Q4"
"136","average_market_income_in_2020_among_recipients","3037","Q4"
"137","average_market_income_in_2020_among_recipients","3038","Q5"
"138","average_market_income_in_2020_among_recipients","3039","Q2"
"139","average_market_income_in_2020_among_recipients","3040","Q2"
"140","average_market_income_in_2020_among_recipients","3041","Q1"
"141","average_market_income_in_2020_among_recipients","3043","Q3"
"142","average_market_income_in_2020_among_recipients","3044","Q3"
"143","average_market_income_in_2020_among_recipients","3045","Q2"
"144","average_market_income_in_2020_among_recipients","3046","Q4"
"145","average_market_income_in_2020_among_recipients","3047","Q5"
"146","average_market_income_in_2020_among_recipients","3048","Q2"
"147","average_market_income_in_2020_among_recipients","3049","Q5"
"148","average_market_income_in_2020_among_recipients","3052","Q1"
"149","average_market_income_in_2020_among_recipients","3053","Q1"
"150","average_market_income_in_2020_among_recipients","3054","Q1"
"151","average_market_income_in_2020_among_recipients","3055","Q4"
"152","average_market_income_in_2020_among_recipients","3056","Q2"
"153","average_market_income_in_2020_among_recipients","3058","Q1"
"154","average_market_income_in_2020_among_recipients","3059","Q5"
"155","average_market_income_in_2020_among_recipients","3060","Q5"
"156","average_market_income_in_2020_among_recipients","3061","Q3"
"157","average_market_income_in_2020_among_recipients","3062","Q3"
"158","average_market_income_in_2020_among_recipients","3063","Q5"
"159","average_market_income_in_2020_among_recipients","3065","Q1"
"160","average_market_income_in_2020_among_recipients","3066","Q2"
"161","average_market_income_in_2020_among_recipients","3067","Q1"
"162","average_market_income_in_2020_among_recipients","3068","Q4"
"163","average_market_income_in_2020_among_recipients","3069","Q3"
"164","average_market_income_in_2020_among_recipients","3070","Q5"
"165","average_market_income_in_2020_among_recipients","3071","Q3"
"166","average_market_income_in_2020_among_recipients","3072","Q5"
"167","average_market_income_in_2020_among_recipients","3073","Q4"
"168","average_market_income_in_2020_among_recipients","3075","Q4"
"169","average_market_income_in_2020_among_recipients","3074","Q5"
"170","average_market_income_in_2020_among_recipients","3076","Q3"
"171","average_market_income_in_2020_among_recipients","3077","Q5"
"172","average_market_income_in_2020_among_recipients","3078","Q3"
"173","average_market_income_in_2020_among_recipients","3079","Q3"
"174","average_market_income_in_2020_among_recipients","3080","Q3"
"175","average_market_income_in_2020_among_recipients","3081","Q2"
"176","average_market_income_in_2020_among_recipients","3082","Q5"
"177","average_market_income_in_2020_among_recipients","3083","Q5"
"178","average_market_income_in_2020_among_recipients","3085","Q3"
"179","average_market_income_in_2020_among_recipients","3086","Q3"
"180","average_market_income_in_2020_among_recipients","3087","Q1"
"181","average_market_income_in_2020_among_recipients","3088","Q1"
"182","average_market_income_in_2020_among_recipients","3089","Q1"
"183","average_market_income_in_2020_among_recipients","3090","Q4"
"184","average_market_income_in_2020_among_recipients","3091","Q3"
"185","average_market_income_in_2020_among_recipients","3092","Q4"
"186","average_market_income_in_2020_among_recipients","3093","Q3"
"187","average_market_income_in_2020_among_recipients","3094","Q2"
"188","average_market_income_in_2020_among_recipients","3095","Q2"
"189","average_market_income_in_2020_among_recipients","3097","Q3"
"190","average_market_income_in_2020_among_recipients","3098","Q2"
"191","average_market_income_in_2020_among_recipients","3099","Q5"
"192","average_market_income_in_2020_among_recipients","3100","Q5"
"193","average_market_income_in_2020_among_recipients","3101","Q1"
"194","average_market_income_in_2020_among_recipients","3103","Q4"
"195","average_market_income_in_2020_among_recipients","3104","Q2"
"196","average_market_income_in_2020_among_recipients","3105","Q1"
"197","average_market_income_in_2020_among_recipients","3106","Q4"
"198","average_market_income_in_2020_among_recipients","3107","Q4"
"199","average_market_income_in_2020_among_recipients","3108","Q4"
"200","average_market_income_in_2020_among_recipients","3109","Q4"
"201","average_market_income_in_2020_among_recipients","3110","Q4"
"202","average_market_income_in_2020_among_recipients","3111","Q2"
"203","average_market_income_in_2020_among_recipients","3112","Q1"
"204","average_market_income_in_2020_among_recipients","3113","Q3"
"205","average_market_income_in_2020_among_recipients","3114","Q3"
"206","average_market_income_in_2020_among_recipients","3115","Q2"
"207","average_market_income_in_2020_among_recipients","3116","Q5"
"208","average_market_income_in_2020_among_recipients","3117","Q3"
"209","average_after_tax_income_in_2019_among_recipients","3002","Q5"
"210","average_after_tax_income_in_2019_among_recipients","3003","Q1"
"211","average_after_tax_income_in_2019_among_recipients","3004","Q1"
"212","average_after_tax_income_in_2019_among_recipients","3005","Q3"
"213","average_after_tax_income_in_2019_among_recipients","3007","Q2"
"214","average_after_tax_income_in_2019_among_recipients","3008","Q1"
"215","average_after_tax_income_in_2019_among_recipients","3009","Q1"
"216","average_after_tax_income_in_2019_among_recipients","3010","Q3"
"217","average_after_tax_income_in_2019_among_recipients","3011","Q2"
"218","average_after_tax_income_in_2019_among_recipients","3012","Q2"
"219","average_after_tax_income_in_2019_among_recipients","3013","Q2"
"220","average_after_tax_income_in_2019_among_recipients","3014","Q4"
"221","average_after_tax_income_in_2019_among_recipients","3015","Q1"
"222","average_after_tax_income_in_2019_among_recipients","3016","Q4"
"223","average_after_tax_income_in_2019_among_recipients","3017","Q4"
"224","average_after_tax_income_in_2019_among_recipients","3018","Q1"
"225","average_after_tax_income_in_2019_among_recipients","3020","Q1"
"226","average_after_tax_income_in_2019_among_recipients","3021","Q5"
"227","average_after_tax_income_in_2019_among_recipients","3022","Q2"
"228","average_after_tax_income_in_2019_among_recipients","3023","Q4"
"229","average_after_tax_income_in_2019_among_recipients","3024","Q3"
"230","average_after_tax_income_in_2019_among_recipients","3025","Q4"
"231","average_after_tax_income_in_2019_among_recipients","3026","Q4"
"232","average_after_tax_income_in_2019_among_recipients","3027","Q2"
"233","average_after_tax_income_in_2019_among_recipients","3028","Q1"
"234","average_after_tax_income_in_2019_among_recipients","3029","Q5"
"235","average_after_tax_income_in_2019_among_recipients","3031","Q3"
"236","average_after_tax_income_in_2019_among_recipients","3032","Q3"
"237","average_after_tax_income_in_2019_among_recipients","3034","Q2"
"238","average_after_tax_income_in_2019_among_recipients","3035","Q2"
"239","average_after_tax_income_in_2019_among_recipients","3036","Q5"
"240","average_after_tax_income_in_2019_among_recipients","3037","Q4"
"241","average_after_tax_income_in_2019_among_recipients","3038","Q5"
"242","average_after_tax_income_in_2019_among_recipients","3039","Q2"
"243","average_after_tax_income_in_2019_among_recipients","3040","Q2"
"244","average_after_tax_income_in_2019_among_recipients","3041","Q1"
"245","average_after_tax_income_in_2019_among_recipients","3043","Q4"
"246","average_after_tax_income_in_2019_among_recipients","3044","Q3"
"247","average_after_tax_income_in_2019_among_recipients","3045","Q3"
"248","average_after_tax_income_in_2019_among_recipients","3046","Q4"
"249","average_after_tax_income_in_2019_among_recipients","3047","Q5"
"250","average_after_tax_income_in_2019_among_recipients","3048","Q2"
"251","average_after_tax_income_in_2019_among_recipients","3049","Q5"
"252","average_after_tax_income_in_2019_among_recipients","3052","Q2"
"253","average_after_tax_income_in_2019_among_recipients","3053","Q1"
"254","average_after_tax_income_in_2019_among_recipients","3054","Q1"
"255","average_after_tax_income_in_2019_among_recipients","3055","Q3"
"256","average_after_tax_income_in_2019_among_recipients","3056","Q2"
"257","average_after_tax_income_in_2019_among_recipients","3058","Q1"
"258","average_after_tax_income_in_2019_among_recipients","3059","Q5"
"259","average_after_tax_income_in_2019_among_recipients","3060","Q5"
"260","average_after_tax_income_in_2019_among_recipients","3061","Q3"
"261","average_after_tax_income_in_2019_among_recipients","3062","Q3"
"262","average_after_tax_income_in_2019_among_recipients","3063","Q5"
"263","average_after_tax_income_in_2019_among_recipients","3065","Q1"
"264","average_after_tax_income_in_2019_among_recipients","3066","Q2"
"265","average_after_tax_income_in_2019_among_recipients","3067","Q1"
"266","average_after_tax_income_in_2019_among_recipients","3068","Q3"
"267","average_after_tax_income_in_2019_among_recipients","3069","Q2"
"268","average_after_tax_income_in_2019_among_recipients","3070","Q5"
"269","average_after_tax_income_in_2019_among_recipients","3071","Q4"
"270","average_after_tax_income_in_2019_among_recipients","3072","Q5"
"271","average_after_tax_income_in_2019_among_recipients","3073","Q4"
"272","average_after_tax_income_in_2019_among_recipients","3075","Q4"
"273","average_after_tax_income_in_2019_among_recipients","3074","Q5"
"274","average_after_tax_income_in_2019_among_recipients","3076","Q3"
"275","average_after_tax_income_in_2019_among_recipients","3077","Q5"
"276","average_after_tax_income_in_2019_among_recipients","3078","Q4"
"277","average_after_tax_income_in_2019_among_recipients","3079","Q2"
"278","average_after_tax_income_in_2019_among_recipients","3080","Q3"
"279","average_after_tax_income_in_2019_among_recipients","3081","Q2"
"280","average_after_tax_income_in_2019_among_recipients","3082","Q5"
"281","average_after_tax_income_in_2019_among_recipients","3083","Q5"
"282","average_after_tax_income_in_2019_among_recipients","3085","Q3"
"283","average_after_tax_income_in_2019_among_recipients","3086","Q3"
"284","average_after_tax_income_in_2019_among_recipients","3087","Q1"
"285","average_after_tax_income_in_2019_among_recipients","3088","Q1"
"286","average_after_tax_income_in_2019_among_recipients","3089","Q1"
"287","average_after_tax_income_in_2019_among_recipients","3090","Q4"
"288","average_after_tax_income_in_2019_among_recipients","3091","Q3"
"289","average_after_tax_income_in_2019_among_recipients","3092","Q3"
"290","average_after_tax_income_in_2019_among_recipients","3093","Q2"
"291","average_after_tax_income_in_2019_among_recipients","3094","Q2"
"292","average_after_tax_income_in_2019_among_recipients","3095","Q3"
"293","average_after_tax_income_in_2019_among_recipients","3097","Q3"
"294","average_after_tax_income_in_2019_among_recipients","3098","Q2"
"295","average_after_tax_income_in_2019_among_recipients","3099","Q5"
"296","average_after_tax_income_in_2019_among_recipients","3100","Q4"
"297","average_after_tax_income_in_2019_among_recipients","3101","Q1"
"298","average_after_tax_income_in_2019_among_recipients","3103","Q4"
"299","average_after_tax_income_in_2019_among_recipients","3104","Q1"
"300","average_after_tax_income_in_2019_among_recipients","3105","Q1"
"301","average_after_tax_income_in_2019_among_recipients","3106","Q5"
"302","average_after_tax_income_in_2019_among_recipients","3107","Q4"
"303","average_after_tax_income_in_2019_among_recipients","3108","Q4"
"304","average_after_tax_income_in_2019_among_recipients","3109","Q4"
"305","average_after_tax_income_in_2019_among_recipients","3110","Q4"
"306","average_after_tax_income_in_2019_among_recipients","3111","Q2"
"307","average_after_tax_income_in_2019_among_recipients","3112","Q1"
"308","average_after_tax_income_in_2019_among_recipients","3113","Q3"
"309","average_after_tax_income_in_2019_among_recipients","3114","Q3"
"310","average_after_tax_income_in_2019_among_recipients","3115","Q1"
"311","average_after_tax_income_in_2019_among_recipients","3116","Q5"
"312","average_after_tax_income_in_2019_among_recipients","3117","Q4"
"313","average_market_income_in_2019_among_recipients","3002","Q5"
"314","average_market_income_in_2019_among_recipients","3003","Q1"
"315","average_market_income_in_2019_among_recipients","3004","Q1"
"316","average_market_income_in_2019_among_recipients","3005","Q3"
"317","average_market_income_in_2019_among_recipients","3007","Q2"
"318","average_market_income_in_2019_among_recipients","3008","Q1"
"319","average_market_income_in_2019_among_recipients","3009","Q1"
"320","average_market_income_in_2019_among_recipients","3010","Q3"
"321","average_market_income_in_2019_among_recipients","3011","Q2"
"322","average_market_income_in_2019_among_recipients","3012","Q2"
"323","average_market_income_in_2019_among_recipients","3013","Q2"
"324","average_market_income_in_2019_among_recipients","3014","Q4"
"325","average_market_income_in_2019_among_recipients","3015","Q1"
"326","average_market_income_in_2019_among_recipients","3016","Q4"
"327","average_market_income_in_2019_among_recipients","3017","Q4"
"328","average_market_income_in_2019_among_recipients","3018","Q2"
"329","average_market_income_in_2019_among_recipients","3020","Q1"
"330","average_market_income_in_2019_among_recipients","3021","Q5"
"331","average_market_income_in_2019_among_recipients","3022","Q2"
"332","average_market_income_in_2019_among_recipients","3023","Q4"
"333","average_market_income_in_2019_among_recipients","3024","Q4"
"334","average_market_income_in_2019_among_recipients","3025","Q4"
"335","average_market_income_in_2019_among_recipients","3026","Q4"
"336","average_market_income_in_2019_among_recipients","3027","Q2"
"337","average_market_income_in_2019_among_recipients","3028","Q1"
"338","average_market_income_in_2019_among_recipients","3029","Q5"
"339","average_market_income_in_2019_among_recipients","3031","Q3"
"340","average_market_income_in_2019_among_recipients","3032","Q3"
"341","average_market_income_in_2019_among_recipients","3034","Q2"
"342","average_market_income_in_2019_among_recipients","3035","Q1"
"343","average_market_income_in_2019_among_recipients","3036","Q5"
"344","average_market_income_in_2019_among_recipients","3037","Q4"
"345","average_market_income_in_2019_among_recipients","3038","Q5"
"346","average_market_income_in_2019_among_recipients","3039","Q2"
"347","average_market_income_in_2019_among_recipients","3040","Q2"
"348","average_market_income_in_2019_among_recipients","3041","Q1"
"349","average_market_income_in_2019_among_recipients","3043","Q3"
"350","average_market_income_in_2019_among_recipients","3044","Q3"
"351","average_market_income_in_2019_among_recipients","3045","Q2"
"352","average_market_income_in_2019_among_recipients","3046","Q4"
"353","average_market_income_in_2019_among_recipients","3047","Q5"
"354","average_market_income_in_2019_among_recipients","3048","Q2"
"355","average_market_income_in_2019_among_recipients","3049","Q5"
"356","average_market_income_in_2019_among_recipients","3052","Q2"
"357","average_market_income_in_2019_among_recipients","3053","Q1"
"358","average_market_income_in_2019_among_recipients","3054","Q1"
"359","average_market_income_in_2019_among_recipients","3055","Q3"
"360","average_market_income_in_2019_among_recipients","3056","Q2"
"361","average_market_income_in_2019_among_recipients","3058","Q1"
"362","average_market_income_in_2019_among_recipients","3059","Q5"
"363","average_market_income_in_2019_among_recipients","3060","Q5"
"364","average_market_income_in_2019_among_recipients","3061","Q3"
"365","average_market_income_in_2019_among_recipients","3062","Q3"
"366","average_market_income_in_2019_among_recipients","3063","Q5"
"367","average_market_income_in_2019_among_recipients","3065","Q1"
"368","average_market_income_in_2019_among_recipients","3066","Q2"
"369","average_market_income_in_2019_among_recipients","3067","Q1"
"370","average_market_income_in_2019_among_recipients","3068","Q3"
"371","average_market_income_in_2019_among_recipients","3069","Q3"
"372","average_market_income_in_2019_among_recipients","3070","Q5"
"373","average_market_income_in_2019_among_recipients","3071","Q3"
"374","average_market_income_in_2019_among_recipients","3072","Q5"
"375","average_market_income_in_2019_among_recipients","3073","Q4"
"376","average_market_income_in_2019_among_recipients","3075","Q4"
"377","average_market_income_in_2019_among_recipients","3074","Q5"
"378","average_market_income_in_2019_among_recipients","3076","Q3"
"379","average_market_income_in_2019_among_recipients","3077","Q5"
"380","average_market_income_in_2019_among_recipients","3078","Q4"
"381","average_market_income_in_2019_among_recipients","3079","Q2"
"382","average_market_income_in_2019_among_recipients","3080","Q3"
"383","average_market_income_in_2019_among_recipients","3081","Q2"
"384","average_market_income_in_2019_among_recipients","3082","Q5"
"385","average_market_income_in_2019_among_recipients","3083","Q5"
"386","average_market_income_in_2019_among_recipients","3085","Q3"
"387","average_market_income_in_2019_among_recipients","3086","Q3"
"388","average_market_income_in_2019_among_recipients","3087","Q1"
"389","average_market_income_in_2019_among_recipients","3088","Q1"
"390","average_market_income_in_2019_among_recipients","3089","Q1"
"391","average_market_income_in_2019_among_recipients","3090","Q4"
"392","average_market_income_in_2019_among_recipients","3091","Q3"
"393","average_market_income_in_2019_among_recipients","3092","Q4"
"394","average_market_income_in_2019_among_recipients","3093","Q3"
"395","average_market_income_in_2019_among_recipients","3094","Q2"
"396","average_market_income_in_2019_among_recipients","3095","Q2"
"397","average_market_income_in_2019_among_recipients","3097","Q4"
"398","average_market_income_in_2019_among_recipients","3098","Q2"
"399","average_market_income_in_2019_among_recipients","3099","Q5"
"400","average_market_income_in_2019_among_recipients","3100","Q4"
"401","average_market_income_in_2019_among_recipients","3101","Q1"
"402","average_market_income_in_2019_among_recipients","3103","Q4"
"403","average_market_income_in_2019_among_recipients","3104","Q1"
"404","average_market_income_in_2019_among_recipients","3105","Q1"
"405","average_market_income_in_2019_among_recipients","3106","Q5"
"406","average_market_income_in_2019_among_recipients","3107","Q4"
"407","average_market_income_in_2019_among_recipients","3108","Q4"
"408","average_market_income_in_2019_among_recipients","3109","Q4"
"409","average_market_income_in_2019_among_recipients","3110","Q3"
"410","average_market_income_in_2019_among_recipients","3111","Q2"
"411","average_market_income_in_2019_among_recipients","3112","Q1"
"412","average_market_income_in_2019_among_recipients","3113","Q3"
"413","average_market_income_in_2019_among_recipients","3114","Q3"
"414","average_market_income_in_2019_among_recipients","3115","Q1"
"415","average_market_income_in_2019_among_recipients","3116","Q5"
"416","average_market_income_in_2019_among_recipients","3117","Q4"
"417","average_after_tax_income_of_one_parent_economic_families","3002","Q4"
"418","average_after_tax_income_of_one_parent_economic_families","3003","Q1"
"419","average_after_tax_income_of_one_parent_economic_families","3004","Q2"
"420","average_after_tax_income_of_one_parent_economic_families","3005","Q2"
"421","average_after_tax_income_of_one_parent_economic_families","3007","Q4"
"422","average_after_tax_income_of_one_parent_economic_families","3008","Q1"
"423","average_after_tax_income_of_one_parent_economic_families","3009","Q1"
"424","average_after_tax_income_of_one_parent_economic_families","3010","Q2"
"425","average_after_tax_income_of_one_parent_economic_families","3011","Q4"
"426","average_after_tax_income_of_one_parent_economic_families","3012","Q3"
"427","average_after_tax_income_of_one_parent_economic_families","3013","Q2"
"428","average_after_tax_income_of_one_parent_economic_families","3014","Q4"
"429","average_after_tax_income_of_one_parent_economic_families","3015","Q1"
"430","average_after_tax_income_of_one_parent_economic_families","3016","Q4"
"431","average_after_tax_income_of_one_parent_economic_families","3017","Q4"
"432","average_after_tax_income_of_one_parent_economic_families","3018","Q3"
"433","average_after_tax_income_of_one_parent_economic_families","3020","Q1"
"434","average_after_tax_income_of_one_parent_economic_families","3021","Q5"
"435","average_after_tax_income_of_one_parent_economic_families","3022","Q2"
"436","average_after_tax_income_of_one_parent_economic_families","3023","Q2"
"437","average_after_tax_income_of_one_parent_economic_families","3024","Q1"
"438","average_after_tax_income_of_one_parent_economic_families","3025","Q4"
"439","average_after_tax_income_of_one_parent_economic_families","3026","Q5"
"440","average_after_tax_income_of_one_parent_economic_families","3027","Q4"
"441","average_after_tax_income_of_one_parent_economic_families","3028","Q2"
"442","average_after_tax_income_of_one_parent_economic_families","3029","Q2"
"443","average_after_tax_income_of_one_parent_economic_families","3031","Q2"
"444","average_after_tax_income_of_one_parent_economic_families","3032","Q4"
"445","average_after_tax_income_of_one_parent_economic_families","3034","Q2"
"446","average_after_tax_income_of_one_parent_economic_families","3035","Q3"
"447","average_after_tax_income_of_one_parent_economic_families","3036","Q5"
"448","average_after_tax_income_of_one_parent_economic_families","3037","Q5"
"449","average_after_tax_income_of_one_parent_economic_families","3038","Q5"
"450","average_after_tax_income_of_one_parent_economic_families","3039","Q3"
"451","average_after_tax_income_of_one_parent_economic_families","3040","Q3"
"452","average_after_tax_income_of_one_parent_economic_families","3041","Q1"
"453","average_after_tax_income_of_one_parent_economic_families","3043","Q4"
"454","average_after_tax_income_of_one_parent_economic_families","3044","Q4"
"455","average_after_tax_income_of_one_parent_economic_families","3045","Q2"
"456","average_after_tax_income_of_one_parent_economic_families","3046","Q3"
"457","average_after_tax_income_of_one_parent_economic_families","3047","Q5"
"458","average_after_tax_income_of_one_parent_economic_families","3048","Q3"
"459","average_after_tax_income_of_one_parent_economic_families","3049","Q4"
"460","average_after_tax_income_of_one_parent_economic_families","3052","Q2"
"461","average_after_tax_income_of_one_parent_economic_families","3053","Q2"
"462","average_after_tax_income_of_one_parent_economic_families","3054","Q1"
"463","average_after_tax_income_of_one_parent_economic_families","3055","Q1"
"464","average_after_tax_income_of_one_parent_economic_families","3056","Q3"
"465","average_after_tax_income_of_one_parent_economic_families","3058","Q2"
"466","average_after_tax_income_of_one_parent_economic_families","3059","Q5"
"467","average_after_tax_income_of_one_parent_economic_families","3060","Q4"
"468","average_after_tax_income_of_one_parent_economic_families","3061","Q2"
"469","average_after_tax_income_of_one_parent_economic_families","3062","Q2"
