"","ONS_name","ONS_ID","pop","name","value"
"66","alta_vista_3002","3002","general","median_monthly_shelter_costs_for_rented_dwellings","1470"
"67","alta_vista_3002","3002","general","average_monthly_shelter_costs_for_rented_dwellings","1580"
"68","alta_vista_3002","3002","general","average_size_of_census_families","2.9"
"69","alta_vista_3002","3002","general","percent_of_census_families_that_are_one_parent_families","0.100656455"
"70","alta_vista_3002","3002","general","number_of_one_parent_families","230"
"71","alta_vista_3002","3002","general","percent_of_all_census_families_that_are_one_parent_families","0.100656455"
"72","alta_vista_3002","3002","general","average_number_of_children_in_census_families_with_children","1.8"
"73","alta_vista_3002","3002","general","average_after_tax_income_of_all_economic_families","158000"
"74","alta_vista_3002","3002","general","average_after_tax_income_of_couple_with_children_economic_families","172000"
"75","alta_vista_3002","3002","general","average_after_tax_income_of_one_parent_economic_families","91000"
"76","bayshore_3003","3003","general","number_of_children_living_in_one_parent_families","1890"
"77","bayshore_3003","3003","general","percent_of_children_living_in_one_parent_families","0.408648649"
"78","bayshore_3003","3003","general","number_of_pop_living_alone_i_e_1_person_household","1795"
"79","bayshore_3003","3003","general","average_household_size","2.5"
"80","bayshore_3003","3003","general","number_of_owner_households","1395"
"81","bayshore_3003","3003","general","percent_of_owner_households","0.243668122"
"82","bayshore_3003","3003","general","percent_of_renter_households","0.756331878"
"83","bayshore_3003","3003","general","percent_of_households_living_in_core_housing_need","0.240790656"
"84","bayshore_3003","3003","general","number_of_households_living_in_core_housing_need","1340"
"85","bayshore_3003","3003","general","percent_of_owner_households_in_core_housing_need","11.8"
"86","bayshore_3003","3003","general","median_monthly_shelter_costs_for_owned_dwellings","1000"
"87","bayshore_3003","3003","general","average_monthly_shelter_costs_for_owned_dwellings","1302"
"88","bayshore_3003","3003","general","number_of_tenant_households","4330"
"89","bayshore_3003","3003","general","percent_of_tenant_households_living_in_subsidized_housing","14"
"90","bayshore_3003","3003","general","percent_of_renter_households_in_core_housing_need","28.1"
"91","bayshore_3003","3003","general","median_monthly_shelter_costs_for_rented_dwellings","1350"
"92","bayshore_3003","3003","general","average_monthly_shelter_costs_for_rented_dwellings","1328"
"93","bayshore_3003","3003","general","average_size_of_census_families","3"
"94","bayshore_3003","3003","general","percent_of_census_families_that_are_one_parent_families","0.273239437"
"95","bayshore_3003","3003","general","number_of_one_parent_families","970"
"96","bayshore_3003","3003","general","percent_of_all_census_families_that_are_one_parent_families","0.273239437"
"97","bayshore_3003","3003","general","average_number_of_children_in_census_families_with_children","2"
"98","bayshore_3003","3003","general","average_after_tax_income_of_all_economic_families","81600"
"99","bayshore_3003","3003","general","average_after_tax_income_of_couple_with_children_economic_families","89000"
"100","bayshore_3003","3003","general","average_after_tax_income_of_one_parent_economic_families","63400"
"101","beacon_hill_south_cardinal_heights_3004","3004","general","number_of_children_living_in_one_parent_families","720"
"102","beacon_hill_south_cardinal_heights_3004","3004","general","percent_of_children_living_in_one_parent_families","0.319290466"
"103","beacon_hill_south_cardinal_heights_3004","3004","general","number_of_pop_living_alone_i_e_1_person_household","1020"
"104","beacon_hill_south_cardinal_heights_3004","3004","general","average_household_size","2.4"
"105","beacon_hill_south_cardinal_heights_3004","3004","general","number_of_owner_households","2195"
"106","beacon_hill_south_cardinal_heights_3004","3004","general","percent_of_owner_households","0.680620155"
"107","beacon_hill_south_cardinal_heights_3004","3004","general","percent_of_renter_households","0.317829457"
"108","beacon_hill_south_cardinal_heights_3004","3004","general","percent_of_households_living_in_core_housing_need","0.161137441"
"109","beacon_hill_south_cardinal_heights_3004","3004","general","number_of_households_living_in_core_housing_need","510"
"110","beacon_hill_south_cardinal_heights_3004","3004","general","percent_of_owner_households_in_core_housing_need","8.5"
"111","beacon_hill_south_cardinal_heights_3004","3004","general","median_monthly_shelter_costs_for_owned_dwellings","1260"
"112","beacon_hill_south_cardinal_heights_3004","3004","general","average_monthly_shelter_costs_for_owned_dwellings","1372"
"113","beacon_hill_south_cardinal_heights_3004","3004","general","number_of_tenant_households","1025"
"114","beacon_hill_south_cardinal_heights_3004","3004","general","percent_of_tenant_households_living_in_subsidized_housing","7.3"
"115","beacon_hill_south_cardinal_heights_3004","3004","general","percent_of_renter_households_in_core_housing_need","32.7"
"116","beacon_hill_south_cardinal_heights_3004","3004","general","median_monthly_shelter_costs_for_rented_dwellings","1300"
"117","beacon_hill_south_cardinal_heights_3004","3004","general","average_monthly_shelter_costs_for_rented_dwellings","1364"
"118","beacon_hill_south_cardinal_heights_3004","3004","general","average_size_of_census_families","2.9"
"119","beacon_hill_south_cardinal_heights_3004","3004","general","percent_of_census_families_that_are_one_parent_families","0.225247525"
"120","beacon_hill_south_cardinal_heights_3004","3004","general","number_of_one_parent_families","455"
"121","beacon_hill_south_cardinal_heights_3004","3004","general","percent_of_all_census_families_that_are_one_parent_families","0.225247525"
"122","beacon_hill_south_cardinal_heights_3004","3004","general","average_number_of_children_in_census_families_with_children","1.8"
"123","beacon_hill_south_cardinal_heights_3004","3004","general","average_after_tax_income_of_all_economic_families","98700"
"124","beacon_hill_south_cardinal_heights_3004","3004","general","average_after_tax_income_of_couple_with_children_economic_families","108000"
"125","beacon_hill_south_cardinal_heights_3004","3004","general","average_after_tax_income_of_one_parent_economic_families","72800"
"126","beaverbrook_3005","3005","general","number_of_children_living_in_one_parent_families","615"
"127","beaverbrook_3005","3005","general","percent_of_children_living_in_one_parent_families","0.288056206"
"128","beaverbrook_3005","3005","general","number_of_pop_living_alone_i_e_1_person_household","710"
"129","beaverbrook_3005","3005","general","average_household_size","2.5"
"130","beaverbrook_3005","3005","general","number_of_owner_households","2035"
"131","beaverbrook_3005","3005","general","percent_of_owner_households","0.73465704"
"132","beaverbrook_3005","3005","general","percent_of_renter_households","0.26534296"
"133","beaverbrook_3005","3005","general","percent_of_households_living_in_core_housing_need","0.110497238"
"134","beaverbrook_3005","3005","general","number_of_households_living_in_core_housing_need","300"
"135","beaverbrook_3005","3005","general","percent_of_owner_households_in_core_housing_need","6.9"
"136","beaverbrook_3005","3005","general","median_monthly_shelter_costs_for_owned_dwellings","1290"
"137","beaverbrook_3005","3005","general","average_monthly_shelter_costs_for_owned_dwellings","1456"
"138","beaverbrook_3005","3005","general","number_of_tenant_households","730"
"139","beaverbrook_3005","3005","general","percent_of_tenant_households_living_in_subsidized_housing","12.3"
"140","beaverbrook_3005","3005","general","percent_of_renter_households_in_core_housing_need","23.2"
"141","beaverbrook_3005","3005","general","median_monthly_shelter_costs_for_rented_dwellings","1600"
"142","beaverbrook_3005","3005","general","average_monthly_shelter_costs_for_rented_dwellings","1516"
"143","beaverbrook_3005","3005","general","average_size_of_census_families","2.9"
"144","beaverbrook_3005","3005","general","percent_of_census_families_that_are_one_parent_families","0.209476309"
"145","beaverbrook_3005","3005","general","number_of_one_parent_families","420"
"146","beaverbrook_3005","3005","general","percent_of_all_census_families_that_are_one_parent_families","0.209476309"
"147","beaverbrook_3005","3005","general","average_number_of_children_in_census_families_with_children","1.7"
"148","beaverbrook_3005","3005","general","average_after_tax_income_of_all_economic_families","116200"
"149","beaverbrook_3005","3005","general","average_after_tax_income_of_couple_with_children_economic_families","135000"
"150","beaverbrook_3005","3005","general","average_after_tax_income_of_one_parent_economic_families","76000"
"151","beechwood_cemetery_3006","3006","general","number_of_children_living_in_one_parent_families",NA
"152","beechwood_cemetery_3006","3006","general","percent_of_children_living_in_one_parent_families",NA
"153","beechwood_cemetery_3006","3006","general","number_of_pop_living_alone_i_e_1_person_household",NA
"154","beechwood_cemetery_3006","3006","general","average_household_size",NA
"155","beechwood_cemetery_3006","3006","general","number_of_owner_households",NA
"156","beechwood_cemetery_3006","3006","general","percent_of_owner_households",NA
"157","beechwood_cemetery_3006","3006","general","percent_of_renter_households",NA
"158","beechwood_cemetery_3006","3006","general","percent_of_households_living_in_core_housing_need",NA
"159","beechwood_cemetery_3006","3006","general","number_of_households_living_in_core_housing_need",NA
"160","beechwood_cemetery_3006","3006","general","percent_of_owner_households_in_core_housing_need",NA
"161","beechwood_cemetery_3006","3006","general","median_monthly_shelter_costs_for_owned_dwellings",NA
"162","beechwood_cemetery_3006","3006","general","average_monthly_shelter_costs_for_owned_dwellings",NA
"163","beechwood_cemetery_3006","3006","general","number_of_tenant_households",NA
"164","beechwood_cemetery_3006","3006","general","percent_of_tenant_households_living_in_subsidized_housing",NA
"165","beechwood_cemetery_3006","3006","general","percent_of_renter_households_in_core_housing_need",NA
"166","beechwood_cemetery_3006","3006","general","median_monthly_shelter_costs_for_rented_dwellings",NA
"167","beechwood_cemetery_3006","3006","general","average_monthly_shelter_costs_for_rented_dwellings",NA
"168","beechwood_cemetery_3006","3006","general","average_size_of_census_families",NA
"169","beechwood_cemetery_3006","3006","general","percent_of_census_families_that_are_one_parent_families",NA
"170","beechwood_cemetery_3006","3006","general","number_of_one_parent_families",NA
"171","beechwood_cemetery_3006","3006","general","percent_of_all_census_families_that_are_one_parent_families",NA
"172","beechwood_cemetery_3006","3006","general","average_number_of_children_in_census_families_with_children",NA
"173","beechwood_cemetery_3006","3006","general","average_after_tax_income_of_all_economic_families",NA
"174","beechwood_cemetery_3006","3006","general","average_after_tax_income_of_couple_with_children_economic_families",NA
"175","beechwood_cemetery_3006","3006","general","average_after_tax_income_of_one_parent_economic_families",NA
"176","bells_corners_east_3007","3007","general","number_of_children_living_in_one_parent_families","340"
"177","bells_corners_east_3007","3007","general","percent_of_children_living_in_one_parent_families","0.259541985"
"178","bells_corners_east_3007","3007","general","number_of_pop_living_alone_i_e_1_person_household","600"
"179","bells_corners_east_3007","3007","general","average_household_size","2.4"
"180","bells_corners_east_3007","3007","general","number_of_owner_households","1795"
"181","bells_corners_east_3007","3007","general","percent_of_owner_households","0.842723005"
"182","bells_corners_east_3007","3007","general","percent_of_renter_households","0.15258216"
"183","bells_corners_east_3007","3007","general","percent_of_households_living_in_core_housing_need","0.078199052"
"184","bells_corners_east_3007","3007","general","number_of_households_living_in_core_housing_need","165"
"185","bells_corners_east_3007","3007","general","percent_of_owner_households_in_core_housing_need","4.5"
"186","bells_corners_east_3007","3007","general","median_monthly_shelter_costs_for_owned_dwellings","800"
"187","bells_corners_east_3007","3007","general","average_monthly_shelter_costs_for_owned_dwellings","1225"
"188","bells_corners_east_3007","3007","general","number_of_tenant_households","330"
"189","bells_corners_east_3007","3007","general","percent_of_tenant_households_living_in_subsidized_housing","0"
"190","bells_corners_east_3007","3007","general","percent_of_renter_households_in_core_housing_need","25"
"191","bells_corners_east_3007","3007","general","median_monthly_shelter_costs_for_rented_dwellings","1550"
"192","bells_corners_east_3007","3007","general","average_monthly_shelter_costs_for_rented_dwellings","1540"
"193","bells_corners_east_3007","3007","general","average_size_of_census_families","2.7"
"194","bells_corners_east_3007","3007","general","percent_of_census_families_that_are_one_parent_families","0.155932203"
"195","bells_corners_east_3007","3007","general","number_of_one_parent_families","230"
"196","bells_corners_east_3007","3007","general","percent_of_all_census_families_that_are_one_parent_families","0.155932203"
"197","bells_corners_east_3007","3007","general","average_number_of_children_in_census_families_with_children","1.7"
"198","bells_corners_east_3007","3007","general","average_after_tax_income_of_all_economic_families","109500"
"199","bells_corners_east_3007","3007","general","average_after_tax_income_of_couple_with_children_economic_families","124000"
"200","bells_corners_east_3007","3007","general","average_after_tax_income_of_one_parent_economic_families","86000"
"201","bells_corners_west_3008","3008","general","number_of_children_living_in_one_parent_families","465"
"202","bells_corners_west_3008","3008","general","percent_of_children_living_in_one_parent_families","0.370517928"
"203","bells_corners_west_3008","3008","general","number_of_pop_living_alone_i_e_1_person_household","595"
"204","bells_corners_west_3008","3008","general","average_household_size","2.3"
"205","bells_corners_west_3008","3008","general","number_of_owner_households","1295"
"206","bells_corners_west_3008","3008","general","percent_of_owner_households","0.709589041"
"207","bells_corners_west_3008","3008","general","percent_of_renter_households","0.290410959"
"208","bells_corners_west_3008","3008","general","percent_of_households_living_in_core_housing_need","0.136111111"
"209","bells_corners_west_3008","3008","general","number_of_households_living_in_core_housing_need","245"
"210","bells_corners_west_3008","3008","general","percent_of_owner_households_in_core_housing_need","7.5"
"211","bells_corners_west_3008","3008","general","median_monthly_shelter_costs_for_owned_dwellings","1410"
"212","bells_corners_west_3008","3008","general","average_monthly_shelter_costs_for_owned_dwellings","1336"
"213","bells_corners_west_3008","3008","general","number_of_tenant_households","530"
"214","bells_corners_west_3008","3008","general","percent_of_tenant_households_living_in_subsidized_housing","34.9"
"215","bells_corners_west_3008","3008","general","percent_of_renter_households_in_core_housing_need","28.6"
"216","bells_corners_west_3008","3008","general","median_monthly_shelter_costs_for_rented_dwellings","1300"
"217","bells_corners_west_3008","3008","general","average_monthly_shelter_costs_for_rented_dwellings","1240"
"218","bells_corners_west_3008","3008","general","average_size_of_census_families","2.8"
"219","bells_corners_west_3008","3008","general","percent_of_census_families_that_are_one_parent_families","0.299145299"
"220","bells_corners_west_3008","3008","general","number_of_one_parent_families","350"
"221","bells_corners_west_3008","3008","general","percent_of_all_census_families_that_are_one_parent_families","0.299145299"
"222","bells_corners_west_3008","3008","general","average_number_of_children_in_census_families_with_children","1.6"
"223","bells_corners_west_3008","3008","general","average_after_tax_income_of_all_economic_families","95600"
"224","bells_corners_west_3008","3008","general","average_after_tax_income_of_couple_with_children_economic_families","114000"
"225","bells_corners_west_3008","3008","general","average_after_tax_income_of_one_parent_economic_families","67600"
"226","billings_bridge_heron_park_3009","3009","general","number_of_children_living_in_one_parent_families","530"
"227","billings_bridge_heron_park_3009","3009","general","percent_of_children_living_in_one_parent_families","0.445378151"
"228","billings_bridge_heron_park_3009","3009","general","number_of_pop_living_alone_i_e_1_person_household","1275"
"229","billings_bridge_heron_park_3009","3009","general","average_household_size","2"
"230","billings_bridge_heron_park_3009","3009","general","number_of_owner_households","960"
"231","billings_bridge_heron_park_3009","3009","general","percent_of_owner_households","0.323232323"
"232","billings_bridge_heron_park_3009","3009","general","percent_of_renter_households","0.678451178"
"233","billings_bridge_heron_park_3009","3009","general","percent_of_households_living_in_core_housing_need","0.18815331"
"234","billings_bridge_heron_park_3009","3009","general","number_of_households_living_in_core_housing_need","540"
"235","billings_bridge_heron_park_3009","3009","general","percent_of_owner_households_in_core_housing_need","7.3"
"236","billings_bridge_heron_park_3009","3009","general","median_monthly_shelter_costs_for_owned_dwellings","1180"
"237","billings_bridge_heron_park_3009","3009","general","average_monthly_shelter_costs_for_owned_dwellings","1404"
"238","billings_bridge_heron_park_3009","3009","general","number_of_tenant_households","2010"
"239","billings_bridge_heron_park_3009","3009","general","percent_of_tenant_households_living_in_subsidized_housing","28.4"
"240","billings_bridge_heron_park_3009","3009","general","percent_of_renter_households_in_core_housing_need","24.3"
"241","billings_bridge_heron_park_3009","3009","general","median_monthly_shelter_costs_for_rented_dwellings","1120"
"242","billings_bridge_heron_park_3009","3009","general","average_monthly_shelter_costs_for_rented_dwellings","1129"
"243","billings_bridge_heron_park_3009","3009","general","average_size_of_census_families","2.7"
"244","billings_bridge_heron_park_3009","3009","general","percent_of_census_families_that_are_one_parent_families","0.249056604"
"245","billings_bridge_heron_park_3009","3009","general","number_of_one_parent_families","330"
"246","billings_bridge_heron_park_3009","3009","general","percent_of_all_census_families_that_are_one_parent_families","0.249056604"
"247","billings_bridge_heron_park_3009","3009","general","average_number_of_children_in_census_families_with_children","1.7"
"248","billings_bridge_heron_park_3009","3009","general","average_after_tax_income_of_all_economic_families","89700"
"249","billings_bridge_heron_park_3009","3009","general","average_after_tax_income_of_couple_with_children_economic_families","108000"
"250","billings_bridge_heron_park_3009","3009","general","average_after_tax_income_of_one_parent_economic_families","67500"
"251","blackburn_hamlet_3010","3010","general","number_of_children_living_in_one_parent_families","710"
"252","blackburn_hamlet_3010","3010","general","percent_of_children_living_in_one_parent_families","0.273076923"
"253","blackburn_hamlet_3010","3010","general","number_of_pop_living_alone_i_e_1_person_household","705"
"254","blackburn_hamlet_3010","3010","general","average_household_size","2.5"
"255","blackburn_hamlet_3010","3010","general","number_of_owner_households","2410"
"256","blackburn_hamlet_3010","3010","general","percent_of_owner_households","0.760252366"
"257","blackburn_hamlet_3010","3010","general","percent_of_renter_households","0.239747634"
"258","blackburn_hamlet_3010","3010","general","percent_of_households_living_in_core_housing_need","0.100638978"
"259","blackburn_hamlet_3010","3010","general","number_of_households_living_in_core_housing_need","315"
"260","blackburn_hamlet_3010","3010","general","percent_of_owner_households_in_core_housing_need","3.8"
"261","blackburn_hamlet_3010","3010","general","median_monthly_shelter_costs_for_owned_dwellings","1290"
"262","blackburn_hamlet_3010","3010","general","average_monthly_shelter_costs_for_owned_dwellings","1426"
"263","blackburn_hamlet_3010","3010","general","number_of_tenant_households","760"
"264","blackburn_hamlet_3010","3010","general","percent_of_tenant_households_living_in_subsidized_housing","11.2"
"265","blackburn_hamlet_3010","3010","general","percent_of_renter_households_in_core_housing_need","29.7"
"266","blackburn_hamlet_3010","3010","general","median_monthly_shelter_costs_for_rented_dwellings","1310"
"267","blackburn_hamlet_3010","3010","general","average_monthly_shelter_costs_for_rented_dwellings","1304"
"268","blackburn_hamlet_3010","3010","general","average_size_of_census_families","2.9"
"269","blackburn_hamlet_3010","3010","general","percent_of_census_families_that_are_one_parent_families","0.188679245"
"270","blackburn_hamlet_3010","3010","general","number_of_one_parent_families","450"
"271","blackburn_hamlet_3010","3010","general","percent_of_all_census_families_that_are_one_parent_families","0.188679245"
"272","blackburn_hamlet_3010","3010","general","average_number_of_children_in_census_families_with_children","1.8"
"273","blackburn_hamlet_3010","3010","general","average_after_tax_income_of_all_economic_families","114800"
"274","blackburn_hamlet_3010","3010","general","average_after_tax_income_of_couple_with_children_economic_families","131000"
"275","blackburn_hamlet_3010","3010","general","average_after_tax_income_of_one_parent_economic_families","70000"
"276","blossom_park_timbermill_3011","3011","general","number_of_children_living_in_one_parent_families","885"
"277","blossom_park_timbermill_3011","3011","general","percent_of_children_living_in_one_parent_families","0.256150507"
"278","blossom_park_timbermill_3011","3011","general","number_of_pop_living_alone_i_e_1_person_household","625"
"279","blossom_park_timbermill_3011","3011","general","average_household_size","2.9"
"280","blossom_park_timbermill_3011","3011","general","number_of_owner_households","2460"
"281","blossom_park_timbermill_3011","3011","general","percent_of_owner_households","0.761609907"
"282","blossom_park_timbermill_3011","3011","general","percent_of_renter_households","0.23993808"
"283","blossom_park_timbermill_3011","3011","general","percent_of_households_living_in_core_housing_need","0.103937008"
"284","blossom_park_timbermill_3011","3011","general","number_of_households_living_in_core_housing_need","330"
"285","blossom_park_timbermill_3011","3011","general","percent_of_owner_households_in_core_housing_need","6"
"286","blossom_park_timbermill_3011","3011","general","median_monthly_shelter_costs_for_owned_dwellings","1520"
"287","blossom_park_timbermill_3011","3011","general","average_monthly_shelter_costs_for_owned_dwellings","1614"
"288","blossom_park_timbermill_3011","3011","general","number_of_tenant_households","775"
"289","blossom_park_timbermill_3011","3011","general","percent_of_tenant_households_living_in_subsidized_housing","14.2"
"290","blossom_park_timbermill_3011","3011","general","percent_of_renter_households_in_core_housing_need","25"
"291","blossom_park_timbermill_3011","3011","general","median_monthly_shelter_costs_for_rented_dwellings","1560"
"292","blossom_park_timbermill_3011","3011","general","average_monthly_shelter_costs_for_rented_dwellings","1616"
"293","blossom_park_timbermill_3011","3011","general","average_size_of_census_families","3.2"
"294","blossom_park_timbermill_3011","3011","general","percent_of_census_families_that_are_one_parent_families","0.203921569"
"295","blossom_park_timbermill_3011","3011","general","number_of_one_parent_families","520"
"296","blossom_park_timbermill_3011","3011","general","percent_of_all_census_families_that_are_one_parent_families","0.203921569"
"297","blossom_park_timbermill_3011","3011","general","average_number_of_children_in_census_families_with_children","2"
"298","blossom_park_timbermill_3011","3011","general","average_after_tax_income_of_all_economic_families","119300"
"299","blossom_park_timbermill_3011","3011","general","average_after_tax_income_of_couple_with_children_economic_families","122000"
"300","blossom_park_timbermill_3011","3011","general","average_after_tax_income_of_one_parent_economic_families","86400"
"301","borden_farm_fisher_glen_3012","3012","general","number_of_children_living_in_one_parent_families","455"
"302","borden_farm_fisher_glen_3012","3012","general","percent_of_children_living_in_one_parent_families","0.230964467"
"303","borden_farm_fisher_glen_3012","3012","general","number_of_pop_living_alone_i_e_1_person_household","1345"
"304","borden_farm_fisher_glen_3012","3012","general","average_household_size","2.2"
"305","borden_farm_fisher_glen_3012","3012","general","number_of_owner_households","2550"
"306","borden_farm_fisher_glen_3012","3012","general","percent_of_owner_households","0.672823219"
"307","borden_farm_fisher_glen_3012","3012","general","percent_of_renter_households","0.327176781"
"308","borden_farm_fisher_glen_3012","3012","general","percent_of_households_living_in_core_housing_need","0.114911081"
"309","borden_farm_fisher_glen_3012","3012","general","number_of_households_living_in_core_housing_need","420"
"310","borden_farm_fisher_glen_3012","3012","general","percent_of_owner_households_in_core_housing_need","6.6"
"311","borden_farm_fisher_glen_3012","3012","general","median_monthly_shelter_costs_for_owned_dwellings","1150"
"312","borden_farm_fisher_glen_3012","3012","general","average_monthly_shelter_costs_for_owned_dwellings","1428"
"313","borden_farm_fisher_glen_3012","3012","general","number_of_tenant_households","1240"
"314","borden_farm_fisher_glen_3012","3012","general","percent_of_tenant_households_living_in_subsidized_housing","20.6"
"315","borden_farm_fisher_glen_3012","3012","general","percent_of_renter_households_in_core_housing_need","22.2"
"316","borden_farm_fisher_glen_3012","3012","general","median_monthly_shelter_costs_for_rented_dwellings","1330"
"317","borden_farm_fisher_glen_3012","3012","general","average_monthly_shelter_costs_for_rented_dwellings","1644"
"318","borden_farm_fisher_glen_3012","3012","general","average_size_of_census_families","2.7"
"319","borden_farm_fisher_glen_3012","3012","general","percent_of_census_families_that_are_one_parent_families","0.154347826"
"320","borden_farm_fisher_glen_3012","3012","general","number_of_one_parent_families","355"
"321","borden_farm_fisher_glen_3012","3012","general","percent_of_all_census_families_that_are_one_parent_families","0.154347826"
"322","borden_farm_fisher_glen_3012","3012","general","average_number_of_children_in_census_families_with_children","1.7"
"323","borden_farm_fisher_glen_3012","3012","general","average_after_tax_income_of_all_economic_families","114100"
"324","borden_farm_fisher_glen_3012","3012","general","average_after_tax_income_of_couple_with_children_economic_families","145000"
"325","borden_farm_fisher_glen_3012","3012","general","average_after_tax_income_of_one_parent_economic_families","82400"
"326","braemar_park_belair_heights_copeland_park_3013","3013","general","number_of_children_living_in_one_parent_families","540"
"327","braemar_park_belair_heights_copeland_park_3013","3013","general","percent_of_children_living_in_one_parent_families","0.256532067"
"328","braemar_park_belair_heights_copeland_park_3013","3013","general","number_of_pop_living_alone_i_e_1_person_household","1270"
"329","braemar_park_belair_heights_copeland_park_3013","3013","general","average_household_size","2.3"
"330","braemar_park_belair_heights_copeland_park_3013","3013","general","number_of_owner_households","2405"
