ONS_ID,name,value,value_round
3002,number_households_2020_at_income_150_000_and_over,1065,1065
3002,percent_households_2020_at_income_under_10_000,0.01633986928104575,0.0163
3002,percent_households_2020_at_income_10_000_19_999,0.01143790849673202,0.0114
3002,percent_households_2020_at_income_20_000_to_29_999,0.02777777777777777,0.0278
3002,percent_households_2020_at_income_30_000_to_39_999,0.0457516339869281,0.0458
3002,percent_households_2020_at_income_40_000_to_49_999,0.03758169934640523,0.0376
3002,percent_households_2020_at_income_50_000_to_59_999,0.0457516339869281,0.0458
3002,percent_households_2020_at_income_60_000_to_69_999,0.06535947712418301,0.0654
3002,percent_households_2020_at_income_70_000_to_79_999,0.05718954248366013,0.0572
3002,percent_households_2020_at_income_80_000_to_89_999,0.06045751633986928,0.0605
3002,percent_households_2020_at_income_90_000_to_99_999,0.06209150326797386,0.0621
3002,percent_households_2020_at_income_100_000_to_124_999,0.11274509803921567,0.1127
3002,percent_households_2020_at_income_125_000_to_149_999,0.10620915032679738,0.1062
3002,percent_households_2020_at_income_150_000_and_over,0.3480392156862745,0.348
3002,number_households_not_suitable_overcrowded,90,90
3002,percent_households_not_suitable_overcrowded,0.02941176470588235,0.0294
3002,number_households_with_major_repairs_needed,190,190
3002,percent_households_with_major_repairs_needed,0.06209150326797386,0.0621
3002,percent_of_tenant_households_in_subsidized_housing,5.4,5.4
3002,percent_of_tenant_households_spending_30_percent_or_more_of_its_income_on_shelter_costs,29.1,29.1
3002,percent_of_owner_households_with_a_mortgage,51,51
3002,percent_of_owner_households_spending_30_percent_or_more_of_its_income_on_shelter_costs,8.5,8.5
3003,total_population,14255,14255
3003,number_of_youth_age_15_24,2025,2025
3003,percent_of_of_pop_that_are_youth_age_15_24,0.14205541915117503,0.1421
3003,percent_of_pop_that_are_seniors_65,0.13398807435987373,0.134
3003,percent_of_pop_that_are_recent_immigrants_arr_2016_2021,0.1346895826025956,0.1347
3003,percent_of_pop_that_are_immigrants,0.4145913714486145,0.4146
3003,percent_of_pop_that_are_indigenous,0.02770957558751315,0.0277
3003,percent_of_pop_that_are_fn,0.01683619782532445,0.0168
3003,percent_of_pop_that_are_metis,0.00806734479130129,0.0081
3003,percent_of_pop_that_are_inuit,0.0014030164854437,0.0014
3003,percent_of_pop_that_are_racialized,0.6050508593475973,0.6051
3003,percent_of_pop_that_are_refugees,0.1406524026657313,0.1407
3003,percent_of_immigrants_that_are_refugees,0.3675527039413382,0.3676
3003,percent_of_renter_households,0.7563318777292577,0.7563
3003,percent_of_pop_with_knowledge_of_neither_english_nor_french,0.02981410031567871,0.0298
3003,percent_of_pop_age_25_64_with_no_high_school_diploma_or_equivalent,0.1261319534282018,0.1261
3003,percent_of_pop_living_alone,0.12592072956857242,0.1259
3003,percent_of_census_families_that_are_one_parent_families,0.27323943661971833,0.2732
3003,unemployment_rate,16.3,16.3
3003,average_after_tax_income_in_2020_among_recipients,37600,37600
3003,average_market_income_in_2020_among_recipients,39040,39040
3003,average_after_tax_income_in_2019_among_recipients,33840,33840
3003,average_market_income_in_2019_among_recipients,38440,38440
3003,percent_of_income_from_government_transfers_2019,17.3,17.3
3003,percent_of_income_from_government_transfers_2020,24.8,24.8
3003,percent_of_pop_age_25_64_with_postsecondary_degree_diploma_certificate,0.6720569210866753,0.6721
3003,number_of_refugees,2005,2005
3003,percent_of_households_living_in_core_housing_need,0.2407906558849955,0.2408
3003,number_of_households_living_in_core_housing_need,1340,1340
3003,percent_of_owner_households_in_core_housing_need,11.8,11.8
3003,percent_of_renter_households_in_core_housing_need,28.1,28.1
3003,percent_of_owner_households,0.24366812227074236,0.2437
3003,number_of_people_in_low_income_based_on_lim_at,2515,2515
3003,percent_of_people_in_low_income_based_on_lim_at,0.17642932304454578,0.1764
3003,number_of_people_0_17_in_low_income_based_on_lim_at,855,855
3003,percent_of_people_0_17_in_low_income_based_on_lim_at,0.28171334431630973,0.2817
3003,number_of_people_18_64_in_low_income_based_on_lim_at,1325,1325
3003,percent_of_people_18_64_in_low_income_based_on_lim_at,0.14239656098871575,0.1424
3003,number_of_people_65_in_low_income_based_on_lim_at,340,340
3003,percent_of_people_65_in_low_income_based_on_lim_at,0.17801047120418848,0.178
3003,number_living_alone,1795,1795
3003,number_of_one_parent_families,970,970
3003,average_after_tax_income_of_one_parent_economic_families,63400,63400
3003,average_after_tax_income_of_all_economic_families,81600,81600
3003,average_after_tax_income_of_couple_with_children_economic_families,89000,89000
3003,average_age_of_the_population,37,37
3003,median_age_of_the_population,33.2,33.2
3003,number_of_seniors_65,13.4,13.4
3003,number_of_children_living_in_one_parent_families,1890,1890
3003,percent_of_children_living_in_one_parent_families,0.40864864864864864,0.4086
3003,number_of_people_who_are_indigenous,395,395
3003,number_of_people_who_are_fn,240,240
3003,number_of_people_who_are_metis,115,115
3003,number_of_people_who_are_inuit,20,20
3003,number_of_immigrants,5910,5910
3003,number_of_recent_immigrants_arr_2016_2021,1920,1920
3003,average_household_size,2.5,2.5
3003,average_number_of_children_in_census_families_with_children,2,2
3003,number_of_people_with_knowledge_of_neither_english_nor_french,425,425
3003,number_of_people_with_french_as_a_language_most_spoken_at_home,940,940
3003,percent_of_people_with_french_as_a_language_most_spoken_at_home,0.06594177481585409,0.0659
3003,number_of_people_with_knowledge_of_only_french_as_an_official_language,230,230
3003,percent_of_people_with_knowledge_of_only_french_as_an_official_language,0.01613468958260259,0.0161
3003,average_size_of_census_families,3,3
3003,number_of_workers_age_15_who_commute_by_car_truck_or_van,2890,2890
3003,percent_of_workers_age_15_who_commute_by_car_truck_or_van,0.6872770511296076,0.6873
3003,number_of_workers_age_15_who_commute_by_public_transit,965,965
3003,percent_of_workers_age_15_who_commute_by_public_transit,0.2294887039239001,0.2295
3003,number_of_workers_age_15_who_commute_by_walking,205,205
3003,percent_of_workers_age_15_who_commute_by_walking,0.04875148632580262,0.0488
3003,number_of_workers_age_15_who_commute_by_bicycle,35,35
3003,percent_of_workers_age_15_who_commute_by_bicycle,0.00832342449464922,0.0083
3003,number_of_workers_age_15_who_commute_by_other_means,100,100
3003,percent_of_workers_age_15_who_commute_by_other_means,0.02378121284185493,0.0238
3003,number_of_workers_age_15_who_work_at_home,1915,1915
3003,percent_of_workers_age_15_who_work_at_home,1915,1915
3003,number_of_workers_age_15_who_have_no_fixed_workplace_address,755,755
3003,percent_of_workers_age_15_who_have_no_fixed_workplace_address,755,755
3003,average_monthly_shelter_costs_for_rented_dwellings,1328,1328
3003,median_monthly_shelter_costs_for_rented_dwellings,1350,1350
3003,average_monthly_shelter_costs_for_owned_dwellings,1302,1302
3003,median_monthly_shelter_costs_for_owned_dwellings,1000,1000
3003,percent_of_people_age_25_64_with_a_high_school_diploma,0.8738680465717982,0.8739
3003,percent_of_workers_who_commute_for_60_minutes_and_over,0.07728894173602854,0.0773
3003,number_of_people_who_are_racialized,8625,8625
3003,number_self_identified_as_south_asian,2175,2175
3003,number_self_identified_as_chinese,385,385
3003,number_self_identified_as_black,2340,2340
3003,number_self_identified_as_filipino,730,730
3003,number_self_identified_as_arab,1590,1590
3003,number_self_identified_as_latin_american,235,235
3003,number_self_identified_as_southeast_asian,415,415
3003,number_self_identified_as_west_asian,415,415
3003,number_self_identified_as_korean,15,15
3003,number_self_identified_as_japanese,15,15
3003,number_self_identified_with_other_visible_minority,65,65
3003,number_self_identified_with_multiple_visible_minorities,250,250
3003,number_of_people_who_are_non_racialized,5630,5630
3003,percent_self_identified_as_south_asian,0.1525780427920028,0.1526
3003,percent_self_identified_as_chinese,0.0270080673447913,0.027
3003,percent_self_identified_as_black,0.16415292879691337,0.1642
3003,percent_self_identified_as_filipino,0.05121010171869519,0.0512
3003,percent_self_identified_as_arab,0.11153981059277449,0.1115
3003,percent_self_identified_as_latin_american,0.01648544370396352,0.0165
3003,percent_self_identified_as_southeast_asian,0.02911259207295686,0.0291
3003,percent_self_identified_as_west_asian,0.02911259207295686,0.0291
3003,percent_self_identified_as_korean,0.00105226236408277,0.0011
3003,percent_self_identified_as_japanese,0.00105226236408277,0.0011
3003,percent_self_identified_with_other_visible_minority,0.00455980357769203,0.0046
3003,percent_self_identified_with_multiple_visible_minorities,0.01753770606804629,0.0175
3003,percent_of_people_who_are_non_racialized,0.39494914065240266,0.3949
3003,number_households_2020_at_income_under_10_000,140,140
3003,number_households_2020_at_income_10_000_19_999,170,170
3003,number_households_2020_at_income_20_000_to_29_999,440,440
3003,number_households_2020_at_income_30_000_to_39_999,635,635
3003,number_households_2020_at_income_40_000_to_49_999,655,655
3003,number_households_2020_at_income_50_000_to_59_999,625,625
3003,number_households_2020_at_income_60_000_to_69_999,545,545
3003,number_households_2020_at_income_70_000_to_79_999,485,485
3003,number_households_2020_at_income_80_000_to_89_999,450,450
3003,number_households_2020_at_income_90_000_to_99_999,330,330
3003,number_households_2020_at_income_100_000_to_124_999,575,575
3003,number_households_2020_at_income_125_000_to_149_999,345,345
3003,number_households_2020_at_income_150_000_and_over,350,350
3003,percent_households_2020_at_income_under_10_000,0.02445414847161572,0.0245
3003,percent_households_2020_at_income_10_000_19_999,0.0296943231441048,0.0297
3003,percent_households_2020_at_income_20_000_to_29_999,0.07685589519650655,0.0769
3003,percent_households_2020_at_income_30_000_to_39_999,0.1109170305676856,0.1109
3003,percent_households_2020_at_income_40_000_to_49_999,0.11441048034934498,0.1144
3003,percent_households_2020_at_income_50_000_to_59_999,0.1091703056768559,0.1092
3003,percent_households_2020_at_income_60_000_to_69_999,0.09519650655021834,0.0952
3003,percent_households_2020_at_income_70_000_to_79_999,0.08471615720524017,0.0847
3003,percent_households_2020_at_income_80_000_to_89_999,0.07860262008733625,0.0786
3003,percent_households_2020_at_income_90_000_to_99_999,0.05764192139737991,0.0576
3003,percent_households_2020_at_income_100_000_to_124_999,0.10043668122270742,0.1004
3003,percent_households_2020_at_income_125_000_to_149_999,0.06026200873362445,0.0603
3003,percent_households_2020_at_income_150_000_and_over,0.0611353711790393,0.0611
3003,number_households_not_suitable_overcrowded,940,940
3003,percent_households_not_suitable_overcrowded,0.16419213973799127,0.1642
3003,number_households_with_major_repairs_needed,440,440
3003,percent_households_with_major_repairs_needed,0.07685589519650655,0.0769
3003,percent_of_tenant_households_in_subsidized_housing,14,14
3003,percent_of_tenant_households_spending_30_percent_or_more_of_its_income_on_shelter_costs,31.4,31.4
3003,percent_of_owner_households_with_a_mortgage,48,48
3003,percent_of_owner_households_spending_30_percent_or_more_of_its_income_on_shelter_costs,21.9,21.9
3004,total_population,7700,7700
3004,number_of_youth_age_15_24,915,915
3004,percent_of_of_pop_that_are_youth_age_15_24,0.11883116883116884,0.1188
3004,percent_of_pop_that_are_seniors_65,0.18766233766233767,0.1877
3004,percent_of_pop_that_are_recent_immigrants_arr_2016_2021,0.09935064935064936,0.0994
3004,percent_of_pop_that_are_immigrants,0.3246753246753247,0.3247
3004,percent_of_pop_that_are_indigenous,0.03506493506493506,0.0351
3004,percent_of_pop_that_are_fn,0.01688311688311688,0.0169
3004,percent_of_pop_that_are_metis,0.01623376623376623,0.0162
3004,percent_of_pop_that_are_inuit,0,0
3004,percent_of_pop_that_are_racialized,0.41753246753246753,0.4175
3004,percent_of_pop_that_are_refugees,0.09675324675324676,0.0968
3004,percent_of_immigrants_that_are_refugees,0.3348314606741573,0.3348
3004,percent_of_renter_households,0.3178294573643411,0.3178
3004,percent_of_pop_with_knowledge_of_neither_english_nor_french,0.01753246753246753,0.0175
3004,percent_of_pop_age_25_64_with_no_high_school_diploma_or_equivalent,0.11151960784313726,0.1115
3004,percent_of_pop_living_alone,0.1331168831168831,0.1331
3004,percent_of_census_families_that_are_one_parent_families,0.22524752475247525,0.2252
3004,unemployment_rate,11.4,11.4
3004,average_after_tax_income_in_2020_among_recipients,43720,43720
3004,average_market_income_in_2020_among_recipients,46120,46120
3004,average_after_tax_income_in_2019_among_recipients,40720,40720
3004,average_market_income_in_2019_among_recipients,46040,46040
3004,percent_of_income_from_government_transfers_2019,14.1,14.1
3004,percent_of_income_from_government_transfers_2020,19.8,19.8
3004,percent_of_pop_age_25_64_with_postsecondary_degree_diploma_certificate,0.6752450980392157,0.6752
3004,number_of_refugees,745,745
3004,percent_of_households_living_in_core_housing_need,0.16113744075829384,0.1611
3004,number_of_households_living_in_core_housing_need,510,510
3004,percent_of_owner_households_in_core_housing_need,8.5,8.5
3004,percent_of_renter_households_in_core_housing_need,32.7,32.7
3004,percent_of_owner_households,0.6806201550387597,0.6806
3004,number_of_people_in_low_income_based_on_lim_at,865,865
3004,percent_of_people_in_low_income_based_on_lim_at,0.11233766233766232,0.1123
3004,number_of_people_0_17_in_low_income_based_on_lim_at,270,270
3004,percent_of_people_0_17_in_low_income_based_on_lim_at,0.18243243243243243,0.1824
3004,number_of_people_18_64_in_low_income_based_on_lim_at,435,435
3004,percent_of_people_18_64_in_low_income_based_on_lim_at,0.0910041841004184,0.091
3004,number_of_people_65_in_low_income_based_on_lim_at,155,155
3004,percent_of_people_65_in_low_income_based_on_lim_at,0.10726643598615918,0.1073
3004,number_living_alone,1025,1025
3004,number_of_one_parent_families,455,455
3004,average_after_tax_income_of_one_parent_economic_families,72800,72800
3004,average_after_tax_income_of_all_economic_families,98700,98700
3004,average_after_tax_income_of_couple_with_children_economic_families,108000,108000
3004,average_age_of_the_population,41.3,41.3
3004,median_age_of_the_population,40,40
3004,number_of_seniors_65,18.8,18.8
3004,number_of_children_living_in_one_parent_families,720,720
3004,percent_of_children_living_in_one_parent_families,0.31929046563192903,0.3193
3004,number_of_people_who_are_indigenous,270,270
3004,number_of_people_who_are_fn,130,130
3004,number_of_people_who_are_metis,125,125
3004,number_of_people_who_are_inuit,0,0
3004,number_of_immigrants,2500,2500
3004,number_of_recent_immigrants_arr_2016_2021,765,765
3004,average_household_size,2.4,2.4
3004,average_number_of_children_in_census_families_with_children,1.8,1.8
3004,number_of_people_with_knowledge_of_neither_english_nor_french,135,135
3004,number_of_people_with_french_as_a_language_most_spoken_at_home,1775,1775
3004,percent_of_people_with_french_as_a_language_most_spoken_at_home,0.2305194805194805,0.2305
3004,number_of_people_with_knowledge_of_only_french_as_an_official_language,290,290
3004,percent_of_people_with_knowledge_of_only_french_as_an_official_language,0.03766233766233766,0.0377
3004,average_size_of_census_families,2.9,2.9
3004,number_of_workers_age_15_who_commute_by_car_truck_or_van,1480,1480
3004,percent_of_workers_age_15_who_commute_by_car_truck_or_van,0.6773455377574371,0.6773
3004,number_of_workers_age_15_who_commute_by_public_transit,465,465
3004,percent_of_workers_age_15_who_commute_by_public_transit,0.2128146453089245,0.2128
3004,number_of_workers_age_15_who_commute_by_walking,150,150
3004,percent_of_workers_age_15_who_commute_by_walking,0.06864988558352403,0.0686
3004,number_of_workers_age_15_who_commute_by_bicycle,20,20
3004,percent_of_workers_age_15_who_commute_by_bicycle,0.0091533180778032,0.0092
3004,number_of_workers_age_15_who_commute_by_other_means,75,75
3004,percent_of_workers_age_15_who_commute_by_other_means,0.03432494279176201,0.0343
3004,number_of_workers_age_15_who_work_at_home,1235,1235
3004,percent_of_workers_age_15_who_work_at_home,1235,1235
3004,number_of_workers_age_15_who_have_no_fixed_workplace_address,385,385
3004,percent_of_workers_age_15_who_have_no_fixed_workplace_address,385,385
3004,average_monthly_shelter_costs_for_rented_dwellings,1364,1364
3004,median_monthly_shelter_costs_for_rented_dwellings,1300,1300
3004,average_monthly_shelter_costs_for_owned_dwellings,1372,1372
3004,median_monthly_shelter_costs_for_owned_dwellings,1260,1260
3004,percent_of_people_age_25_64_with_a_high_school_diploma,0.8884803921568627,0.8885
3004,percent_of_workers_who_commute_for_60_minutes_and_over,0.07551487414187644,0.0755
3004,number_of_people_who_are_racialized,3215,3215
3004,number_self_identified_as_south_asian,345,345
3004,number_self_identified_as_chinese,265,265
3004,number_self_identified_as_black,1435,1435
3004,number_self_identified_as_filipino,195,195
3004,number_self_identified_as_arab,395,395
3004,number_self_identified_as_latin_american,195,195
3004,number_self_identified_as_southeast_asian,85,85
3004,number_self_identified_as_west_asian,80,80
3004,number_self_identified_as_korean,10,10
3004,number_self_identified_as_japanese,15,15
3004,number_self_identified_with_other_visible_minority,80,80
3004,number_self_identified_with_multiple_visible_minorities,115,115
3004,number_of_people_who_are_non_racialized,4485,4485
3004,percent_self_identified_as_south_asian,0.0448051948051948,0.0448
3004,percent_self_identified_as_chinese,0.03441558441558441,0.0344
3004,percent_self_identified_as_black,0.18636363636363637,0.1864
3004,percent_self_identified_as_filipino,0.02532467532467532,0.0253
3004,percent_self_identified_as_arab,0.0512987012987013,0.0513
3004,percent_self_identified_as_latin_american,0.02532467532467532,0.0253
3004,percent_self_identified_as_southeast_asian,0.01103896103896104,0.011
3004,percent_self_identified_as_west_asian,0.01038961038961039,0.0104
3004,percent_self_identified_as_korean,0.00129870129870129,0.0013
3004,percent_self_identified_as_japanese,0.00194805194805194,0.0019
3004,percent_self_identified_with_other_visible_minority,0.01038961038961039,0.0104
3004,percent_self_identified_with_multiple_visible_minorities,0.01493506493506493,0.0149
3004,percent_of_people_who_are_non_racialized,0.5824675324675325,0.5825
3004,number_households_2020_at_income_under_10_000,15,15
3004,number_households_2020_at_income_10_000_19_999,100,100
3004,number_households_2020_at_income_20_000_to_29_999,180,180
3004,number_households_2020_at_income_30_000_to_39_999,245,245
3004,number_households_2020_at_income_40_000_to_49_999,355,355
3004,number_households_2020_at_income_50_000_to_59_999,325,325
3004,number_households_2020_at_income_60_000_to_69_999,305,305
3004,number_households_2020_at_income_70_000_to_79_999,250,250
3004,number_households_2020_at_income_80_000_to_89_999,240,240
3004,number_households_2020_at_income_90_000_to_99_999,215,215
3004,number_households_2020_at_income_100_000_to_124_999,370,370
3004,number_households_2020_at_income_125_000_to_149_999,225,225
3004,number_households_2020_at_income_150_000_and_over,370,370
3004,percent_households_2020_at_income_under_10_000,0.00465116279069767,0.0047
3004,percent_households_2020_at_income_10_000_19_999,0.03100775193798449,0.031
3004,percent_households_2020_at_income_20_000_to_29_999,0.05581395348837209,0.0558
3004,percent_households_2020_at_income_30_000_to_39_999,0.07596899224806201,0.076
3004,percent_households_2020_at_income_40_000_to_49_999,0.11007751937984496,0.1101
3004,percent_households_2020_at_income_50_000_to_59_999,0.1007751937984496,0.1008
3004,percent_households_2020_at_income_60_000_to_69_999,0.09457364341085273,0.0946
3004,percent_households_2020_at_income_70_000_to_79_999,0.07751937984496124,0.0775
3004,percent_households_2020_at_income_80_000_to_89_999,0.07441860465116279,0.0744
3004,percent_households_2020_at_income_90_000_to_99_999,0.06666666666666667,0.0667
3004,percent_households_2020_at_income_100_000_to_124_999,0.11472868217054263,0.1147
3004,percent_households_2020_at_income_125_000_to_149_999,0.06976744186046512,0.0698
3004,percent_households_2020_at_income_150_000_and_over,0.11472868217054263,0.1147
3004,number_households_not_suitable_overcrowded,255,255
3004,percent_households_not_suitable_overcrowded,0.07906976744186046,0.0791
3004,number_households_with_major_repairs_needed,205,205
3004,percent_households_with_major_repairs_needed,0.06356589147286822,0.0636
3004,percent_of_tenant_households_in_subsidized_housing,7.3,7.3
3004,percent_of_tenant_households_spending_30_percent_or_more_of_its_income_on_shelter_costs,36.8,36.8
3004,percent_of_owner_households_with_a_mortgage,57.2,57.2
3004,percent_of_owner_households_spending_30_percent_or_more_of_its_income_on_shelter_costs,17.1,17.1
3005,total_population,6780,6780
3005,number_of_youth_age_15_24,805,805
3005,percent_of_of_pop_that_are_youth_age_15_24,0.1187315634218289,0.1187
3005,percent_of_pop_that_are_seniors_65,0.2205014749262537,0.2205
3005,percent_of_pop_that_are_recent_immigrants_arr_2016_2021,0.06568265682656826,0.0657
3005,percent_of_pop_that_are_immigrants,0.2656826568265683,0.2657
3005,percent_of_pop_that_are_indigenous,0.02952029520295203,0.0295
3005,percent_of_pop_that_are_fn,0.01328413284132841,0.0133
3005,percent_of_pop_that_are_metis,0.01254612546125461,0.0125
3005,percent_of_pop_that_are_inuit,0,0
3005,percent_of_pop_that_are_racialized,0.2605166051660517,0.2605
3005,percent_of_pop_that_are_refugees,0.03613569321533923,0.0361
3005,percent_of_immigrants_that_are_refugees,0.17314487632508835,0.1731
3005,percent_of_renter_households,0.26534296028880866,0.2653
3005,percent_of_pop_with_knowledge_of_neither_english_nor_french,0.01253687315634218,0.0125
3005,percent_of_pop_age_25_64_with_no_high_school_diploma_or_equivalent,0.04451038575667656,0.0445
3005,percent_of_pop_living_alone,0.10471976401179942,0.1047
3005,percent_of_census_families_that_are_one_parent_families,0.20947630922693267,0.2095
